accession_id,species,tax_id,class,order,infraorder,family,genus,rep_tax,cat
AY684273.2,Bos grunniens,30521,Mammalia,Artiodactyla,Pecora,Bovidae,Bos,mammal,vertebrate
EF494177.1,Bos grunniens,30521,Mammalia,Artiodactyla,Pecora,Bovidae,Bos,mammal,vertebrate
EF494179.1,Bos grunniens,30521,Mammalia,Artiodactyla,Pecora,Bovidae,Bos,mammal,vertebrate
GQ464246.1,Bos grunniens,30521,Mammalia,Artiodactyla,Pecora,Bovidae,Bos,mammal,vertebrate
GQ464247.1,Bos grunniens,30521,Mammalia,Artiodactyla,Pecora,Bovidae,Bos,mammal,vertebrate
GQ464248.1,Bos grunniens,30521,Mammalia,Artiodactyla,Pecora,Bovidae,Bos,mammal,vertebrate
GQ464250.1,Bos grunniens,30521,Mammalia,Artiodactyla,Pecora,Bovidae,Bos,mammal,vertebrate
GQ464251.1,Bos grunniens,30521,Mammalia,Artiodactyla,Pecora,Bovidae,Bos,mammal,vertebrate
GQ464252.1,Bos grunniens,30521,Mammalia,Artiodactyla,Pecora,Bovidae,Bos,mammal,vertebrate
GQ464253.1,Bos grunniens,30521,Mammalia,Artiodactyla,Pecora,Bovidae,Bos,mammal,vertebrate
GQ464254.1,Bos grunniens,30521,Mammalia,Artiodactyla,Pecora,Bovidae,Bos,mammal,vertebrate
GQ464255.1,Bos grunniens,30521,Mammalia,Artiodactyla,Pecora,Bovidae,Bos,mammal,vertebrate
GQ464256.1,Bos grunniens,30521,Mammalia,Artiodactyla,Pecora,Bovidae,Bos,mammal,vertebrate
GQ464257.1,Bos grunniens,30521,Mammalia,Artiodactyla,Pecora,Bovidae,Bos,mammal,vertebrate
GQ464260.1,Bos grunniens,30521,Mammalia,Artiodactyla,Pecora,Bovidae,Bos,mammal,vertebrate
GQ464261.1,Bos grunniens,30521,Mammalia,Artiodactyla,Pecora,Bovidae,Bos,mammal,vertebrate
GQ464262.1,Bos grunniens,30521,Mammalia,Artiodactyla,Pecora,Bovidae,Bos,mammal,vertebrate
GQ464263.1,Bos grunniens,30521,Mammalia,Artiodactyla,Pecora,Bovidae,Bos,mammal,vertebrate
GQ464265.1,Bos grunniens,30521,Mammalia,Artiodactyla,Pecora,Bovidae,Bos,mammal,vertebrate
GQ464266.1,Bos grunniens,30521,Mammalia,Artiodactyla,Pecora,Bovidae,Bos,mammal,vertebrate
GQ464267.1,Bos grunniens,30521,Mammalia,Artiodactyla,Pecora,Bovidae,Bos,mammal,vertebrate
GQ464268.1,Bos grunniens,30521,Mammalia,Artiodactyla,Pecora,Bovidae,Bos,mammal,vertebrate
GQ464269.1,Bos grunniens,30521,Mammalia,Artiodactyla,Pecora,Bovidae,Bos,mammal,vertebrate
GQ464270.1,Bos grunniens,30521,Mammalia,Artiodactyla,Pecora,Bovidae,Bos,mammal,vertebrate
GQ464271.1,Bos grunniens,30521,Mammalia,Artiodactyla,Pecora,Bovidae,Bos,mammal,vertebrate
GQ464272.1,Bos grunniens,30521,Mammalia,Artiodactyla,Pecora,Bovidae,Bos,mammal,vertebrate
GQ464273.1,Bos grunniens,30521,Mammalia,Artiodactyla,Pecora,Bovidae,Bos,mammal,vertebrate
GQ464274.1,Bos grunniens,30521,Mammalia,Artiodactyla,Pecora,Bovidae,Bos,mammal,vertebrate
GQ464275.1,Bos grunniens,30521,Mammalia,Artiodactyla,Pecora,Bovidae,Bos,mammal,vertebrate
GQ464277.1,Bos grunniens,30521,Mammalia,Artiodactyla,Pecora,Bovidae,Bos,mammal,vertebrate
GQ464279.1,Bos grunniens,30521,Mammalia,Artiodactyla,Pecora,Bovidae,Bos,mammal,vertebrate
GQ464280.1,Bos grunniens,30521,Mammalia,Artiodactyla,Pecora,Bovidae,Bos,mammal,vertebrate
GQ464281.1,Bos grunniens,30521,Mammalia,Artiodactyla,Pecora,Bovidae,Bos,mammal,vertebrate
GQ464282.1,Bos grunniens,30521,Mammalia,Artiodactyla,Pecora,Bovidae,Bos,mammal,vertebrate
GQ464283.1,Bos grunniens,30521,Mammalia,Artiodactyla,Pecora,Bovidae,Bos,mammal,vertebrate
GQ464284.1,Bos grunniens,30521,Mammalia,Artiodactyla,Pecora,Bovidae,Bos,mammal,vertebrate
GQ464285.1,Bos grunniens,30521,Mammalia,Artiodactyla,Pecora,Bovidae,Bos,mammal,vertebrate
GQ464287.1,Bos grunniens,30521,Mammalia,Artiodactyla,Pecora,Bovidae,Bos,mammal,vertebrate
GQ464288.1,Bos grunniens,30521,Mammalia,Artiodactyla,Pecora,Bovidae,Bos,mammal,vertebrate
GQ464289.1,Bos grunniens,30521,Mammalia,Artiodactyla,Pecora,Bovidae,Bos,mammal,vertebrate
GQ464290.1,Bos grunniens,30521,Mammalia,Artiodactyla,Pecora,Bovidae,Bos,mammal,vertebrate
GQ464291.1,Bos grunniens,30521,Mammalia,Artiodactyla,Pecora,Bovidae,Bos,mammal,vertebrate
GQ464293.1,Bos grunniens,30521,Mammalia,Artiodactyla,Pecora,Bovidae,Bos,mammal,vertebrate
GQ464295.1,Bos grunniens,30521,Mammalia,Artiodactyla,Pecora,Bovidae,Bos,mammal,vertebrate
GQ464296.1,Bos grunniens,30521,Mammalia,Artiodactyla,Pecora,Bovidae,Bos,mammal,vertebrate
GQ464297.1,Bos grunniens,30521,Mammalia,Artiodactyla,Pecora,Bovidae,Bos,mammal,vertebrate
GQ464301.1,Bos grunniens,30521,Mammalia,Artiodactyla,Pecora,Bovidae,Bos,mammal,vertebrate
GQ464302.1,Bos grunniens,30521,Mammalia,Artiodactyla,Pecora,Bovidae,Bos,mammal,vertebrate
GQ464303.1,Bos grunniens,30521,Mammalia,Artiodactyla,Pecora,Bovidae,Bos,mammal,vertebrate
GQ464304.1,Bos grunniens,30521,Mammalia,Artiodactyla,Pecora,Bovidae,Bos,mammal,vertebrate
GQ464305.1,Bos grunniens,30521,Mammalia,Artiodactyla,Pecora,Bovidae,Bos,mammal,vertebrate
GQ464306.1,Bos grunniens,30521,Mammalia,Artiodactyla,Pecora,Bovidae,Bos,mammal,vertebrate
GQ464307.1,Bos grunniens,30521,Mammalia,Artiodactyla,Pecora,Bovidae,Bos,mammal,vertebrate
GQ464308.1,Bos grunniens,30521,Mammalia,Artiodactyla,Pecora,Bovidae,Bos,mammal,vertebrate
GQ464309.1,Bos grunniens,30521,Mammalia,Artiodactyla,Pecora,Bovidae,Bos,mammal,vertebrate
GQ464310.1,Bos grunniens,30521,Mammalia,Artiodactyla,Pecora,Bovidae,Bos,mammal,vertebrate
GQ464311.1,Bos grunniens,30521,Mammalia,Artiodactyla,Pecora,Bovidae,Bos,mammal,vertebrate
GQ464312.1,Bos grunniens,30521,Mammalia,Artiodactyla,Pecora,Bovidae,Bos,mammal,vertebrate
GQ464314.1,Bos grunniens,30521,Mammalia,Artiodactyla,Pecora,Bovidae,Bos,mammal,vertebrate
JQ692071.1,Bos grunniens,30521,Mammalia,Artiodactyla,Pecora,Bovidae,Bos,mammal,vertebrate
JQ437480.1,Bos grunniens,30521,Mammalia,Artiodactyla,Pecora,Bovidae,Bos,mammal,vertebrate
JQ846020.1,Bos grunniens,30521,Mammalia,Artiodactyla,Pecora,Bovidae,Bos,mammal,vertebrate
JQ846021.1,Bos grunniens,30521,Mammalia,Artiodactyla,Pecora,Bovidae,Bos,mammal,vertebrate
JQ846022.1,Bos grunniens,30521,Mammalia,Artiodactyla,Pecora,Bovidae,Bos,mammal,vertebrate
KJ704989.1,Bos grunniens,30521,Mammalia,Artiodactyla,Pecora,Bovidae,Bos,mammal,vertebrate
KM658599.1,Bos grunniens,30521,Mammalia,Artiodactyla,Pecora,Bovidae,Bos,mammal,vertebrate
KR052524.1,Bos grunniens,30521,Mammalia,Artiodactyla,Pecora,Bovidae,Bos,mammal,vertebrate
KR011113.1,Bos grunniens,30521,Mammalia,Artiodactyla,Pecora,Bovidae,Bos,mammal,vertebrate
KU891851.1,Bos grunniens,30521,Mammalia,Artiodactyla,Pecora,Bovidae,Bos,mammal,vertebrate
KX232521.1,Bos grunniens,30521,Mammalia,Artiodactyla,Pecora,Bovidae,Bos,mammal,vertebrate
KX232522.1,Bos grunniens,30521,Mammalia,Artiodactyla,Pecora,Bovidae,Bos,mammal,vertebrate
KX232524.1,Bos grunniens,30521,Mammalia,Artiodactyla,Pecora,Bovidae,Bos,mammal,vertebrate
KX232525.1,Bos grunniens,30521,Mammalia,Artiodactyla,Pecora,Bovidae,Bos,mammal,vertebrate
KX232526.1,Bos grunniens,30521,Mammalia,Artiodactyla,Pecora,Bovidae,Bos,mammal,vertebrate
KX232527.1,Bos grunniens,30521,Mammalia,Artiodactyla,Pecora,Bovidae,Bos,mammal,vertebrate
MG837551.1,Bos grunniens,30521,Mammalia,Artiodactyla,Pecora,Bovidae,Bos,mammal,vertebrate
MH921427.1,Bos grunniens,30521,Mammalia,Artiodactyla,Pecora,Bovidae,Bos,mammal,vertebrate
MK124955.1,Bos grunniens,30521,Mammalia,Artiodactyla,Pecora,Bovidae,Bos,mammal,vertebrate
MK124956.1,Bos grunniens,30521,Mammalia,Artiodactyla,Pecora,Bovidae,Bos,mammal,vertebrate
MN163006.1,Bos grunniens,30521,Mammalia,Artiodactyla,Pecora,Bovidae,Bos,mammal,vertebrate
MN398192.1,Bos grunniens,30521,Mammalia,Artiodactyla,Pecora,Bovidae,Bos,mammal,vertebrate
MK922355.1,Bos grunniens,30521,Mammalia,Artiodactyla,Pecora,Bovidae,Bos,mammal,vertebrate
MK922356.1,Bos grunniens,30521,Mammalia,Artiodactyla,Pecora,Bovidae,Bos,mammal,vertebrate
MK704512.1,Bos grunniens,30521,Mammalia,Artiodactyla,Pecora,Bovidae,Bos,mammal,vertebrate
MN319467.1,Bos grunniens,30521,Mammalia,Artiodactyla,Pecora,Bovidae,Bos,mammal,vertebrate
MK796240.1,Bos grunniens,30521,Mammalia,Artiodactyla,Pecora,Bovidae,Bos,mammal,vertebrate
MN175233.1,Bos grunniens,30521,Mammalia,Artiodactyla,Pecora,Bovidae,Bos,mammal,vertebrate
MN176980.1,Bos grunniens,30521,Mammalia,Artiodactyla,Pecora,Bovidae,Bos,mammal,vertebrate
MT649465.1,Bos grunniens,30521,Mammalia,Artiodactyla,Pecora,Bovidae,Bos,mammal,vertebrate
MT649466.1,Bos grunniens,30521,Mammalia,Artiodactyla,Pecora,Bovidae,Bos,mammal,vertebrate
MT162465.1,Bos grunniens,30521,Mammalia,Artiodactyla,Pecora,Bovidae,Bos,mammal,vertebrate
MT916767.1,Bos grunniens,30521,Mammalia,Artiodactyla,Pecora,Bovidae,Bos,mammal,vertebrate
MW414100.1,Bos grunniens,30521,Mammalia,Artiodactyla,Pecora,Bovidae,Bos,mammal,vertebrate
MW414101.1,Bos grunniens,30521,Mammalia,Artiodactyla,Pecora,Bovidae,Bos,mammal,vertebrate
MW414102.1,Bos grunniens,30521,Mammalia,Artiodactyla,Pecora,Bovidae,Bos,mammal,vertebrate
MW414103.1,Bos grunniens,30521,Mammalia,Artiodactyla,Pecora,Bovidae,Bos,mammal,vertebrate
MW414104.1,Bos grunniens,30521,Mammalia,Artiodactyla,Pecora,Bovidae,Bos,mammal,vertebrate
MW414105.1,Bos grunniens,30521,Mammalia,Artiodactyla,Pecora,Bovidae,Bos,mammal,vertebrate
MW414106.1,Bos grunniens,30521,Mammalia,Artiodactyla,Pecora,Bovidae,Bos,mammal,vertebrate
MW414107.1,Bos grunniens,30521,Mammalia,Artiodactyla,Pecora,Bovidae,Bos,mammal,vertebrate
MW414108.1,Bos grunniens,30521,Mammalia,Artiodactyla,Pecora,Bovidae,Bos,mammal,vertebrate
MW414109.1,Bos grunniens,30521,Mammalia,Artiodactyla,Pecora,Bovidae,Bos,mammal,vertebrate
MW414110.1,Bos grunniens,30521,Mammalia,Artiodactyla,Pecora,Bovidae,Bos,mammal,vertebrate
MW414111.1,Bos grunniens,30521,Mammalia,Artiodactyla,Pecora,Bovidae,Bos,mammal,vertebrate
MW414112.1,Bos grunniens,30521,Mammalia,Artiodactyla,Pecora,Bovidae,Bos,mammal,vertebrate
MW414113.1,Bos grunniens,30521,Mammalia,Artiodactyla,Pecora,Bovidae,Bos,mammal,vertebrate
MW414114.1,Bos grunniens,30521,Mammalia,Artiodactyla,Pecora,Bovidae,Bos,mammal,vertebrate
MW414115.1,Bos grunniens,30521,Mammalia,Artiodactyla,Pecora,Bovidae,Bos,mammal,vertebrate
MW414116.1,Bos grunniens,30521,Mammalia,Artiodactyla,Pecora,Bovidae,Bos,mammal,vertebrate
MW414117.1,Bos grunniens,30521,Mammalia,Artiodactyla,Pecora,Bovidae,Bos,mammal,vertebrate
MW414118.1,Bos grunniens,30521,Mammalia,Artiodactyla,Pecora,Bovidae,Bos,mammal,vertebrate
MW414119.1,Bos grunniens,30521,Mammalia,Artiodactyla,Pecora,Bovidae,Bos,mammal,vertebrate
MW414120.1,Bos grunniens,30521,Mammalia,Artiodactyla,Pecora,Bovidae,Bos,mammal,vertebrate
MW414121.1,Bos grunniens,30521,Mammalia,Artiodactyla,Pecora,Bovidae,Bos,mammal,vertebrate
MW414122.1,Bos grunniens,30521,Mammalia,Artiodactyla,Pecora,Bovidae,Bos,mammal,vertebrate
MW414123.1,Bos grunniens,30521,Mammalia,Artiodactyla,Pecora,Bovidae,Bos,mammal,vertebrate
MW414124.1,Bos grunniens,30521,Mammalia,Artiodactyla,Pecora,Bovidae,Bos,mammal,vertebrate
MW414125.1,Bos grunniens,30521,Mammalia,Artiodactyla,Pecora,Bovidae,Bos,mammal,vertebrate
MW414126.1,Bos grunniens,30521,Mammalia,Artiodactyla,Pecora,Bovidae,Bos,mammal,vertebrate
MW414127.1,Bos grunniens,30521,Mammalia,Artiodactyla,Pecora,Bovidae,Bos,mammal,vertebrate
MW414128.1,Bos grunniens,30521,Mammalia,Artiodactyla,Pecora,Bovidae,Bos,mammal,vertebrate
MW414129.1,Bos grunniens,30521,Mammalia,Artiodactyla,Pecora,Bovidae,Bos,mammal,vertebrate
MW414131.1,Bos grunniens,30521,Mammalia,Artiodactyla,Pecora,Bovidae,Bos,mammal,vertebrate
MW414132.1,Bos grunniens,30521,Mammalia,Artiodactyla,Pecora,Bovidae,Bos,mammal,vertebrate
MW414133.1,Bos grunniens,30521,Mammalia,Artiodactyla,Pecora,Bovidae,Bos,mammal,vertebrate
MW414136.1,Bos grunniens,30521,Mammalia,Artiodactyla,Pecora,Bovidae,Bos,mammal,vertebrate
MW414138.1,Bos grunniens,30521,Mammalia,Artiodactyla,Pecora,Bovidae,Bos,mammal,vertebrate
MW414139.1,Bos grunniens,30521,Mammalia,Artiodactyla,Pecora,Bovidae,Bos,mammal,vertebrate
MW414140.1,Bos grunniens,30521,Mammalia,Artiodactyla,Pecora,Bovidae,Bos,mammal,vertebrate
MW414141.1,Bos grunniens,30521,Mammalia,Artiodactyla,Pecora,Bovidae,Bos,mammal,vertebrate
MW414142.1,Bos grunniens,30521,Mammalia,Artiodactyla,Pecora,Bovidae,Bos,mammal,vertebrate
MW414144.1,Bos grunniens,30521,Mammalia,Artiodactyla,Pecora,Bovidae,Bos,mammal,vertebrate
MW414145.1,Bos grunniens,30521,Mammalia,Artiodactyla,Pecora,Bovidae,Bos,mammal,vertebrate
MW414146.1,Bos grunniens,30521,Mammalia,Artiodactyla,Pecora,Bovidae,Bos,mammal,vertebrate
MW414147.1,Bos grunniens,30521,Mammalia,Artiodactyla,Pecora,Bovidae,Bos,mammal,vertebrate
MW414148.1,Bos grunniens,30521,Mammalia,Artiodactyla,Pecora,Bovidae,Bos,mammal,vertebrate
MW414150.1,Bos grunniens,30521,Mammalia,Artiodactyla,Pecora,Bovidae,Bos,mammal,vertebrate
MW414151.1,Bos grunniens,30521,Mammalia,Artiodactyla,Pecora,Bovidae,Bos,mammal,vertebrate
MW414152.1,Bos grunniens,30521,Mammalia,Artiodactyla,Pecora,Bovidae,Bos,mammal,vertebrate
MW414154.1,Bos grunniens,30521,Mammalia,Artiodactyla,Pecora,Bovidae,Bos,mammal,vertebrate
MW414155.1,Bos grunniens,30521,Mammalia,Artiodactyla,Pecora,Bovidae,Bos,mammal,vertebrate
MW414156.1,Bos grunniens,30521,Mammalia,Artiodactyla,Pecora,Bovidae,Bos,mammal,vertebrate
MW414157.1,Bos grunniens,30521,Mammalia,Artiodactyla,Pecora,Bovidae,Bos,mammal,vertebrate
MW414158.1,Bos grunniens,30521,Mammalia,Artiodactyla,Pecora,Bovidae,Bos,mammal,vertebrate
MW414159.1,Bos grunniens,30521,Mammalia,Artiodactyla,Pecora,Bovidae,Bos,mammal,vertebrate
MW414160.1,Bos grunniens,30521,Mammalia,Artiodactyla,Pecora,Bovidae,Bos,mammal,vertebrate
MW414161.1,Bos grunniens,30521,Mammalia,Artiodactyla,Pecora,Bovidae,Bos,mammal,vertebrate
MW414162.1,Bos grunniens,30521,Mammalia,Artiodactyla,Pecora,Bovidae,Bos,mammal,vertebrate
MW414163.1,Bos grunniens,30521,Mammalia,Artiodactyla,Pecora,Bovidae,Bos,mammal,vertebrate
MW414165.1,Bos grunniens,30521,Mammalia,Artiodactyla,Pecora,Bovidae,Bos,mammal,vertebrate
MW414166.1,Bos grunniens,30521,Mammalia,Artiodactyla,Pecora,Bovidae,Bos,mammal,vertebrate
MW414167.1,Bos grunniens,30521,Mammalia,Artiodactyla,Pecora,Bovidae,Bos,mammal,vertebrate
MW414168.1,Bos grunniens,30521,Mammalia,Artiodactyla,Pecora,Bovidae,Bos,mammal,vertebrate
MW414169.1,Bos grunniens,30521,Mammalia,Artiodactyla,Pecora,Bovidae,Bos,mammal,vertebrate
MW414170.1,Bos grunniens,30521,Mammalia,Artiodactyla,Pecora,Bovidae,Bos,mammal,vertebrate
MW414171.1,Bos grunniens,30521,Mammalia,Artiodactyla,Pecora,Bovidae,Bos,mammal,vertebrate
MW414172.1,Bos grunniens,30521,Mammalia,Artiodactyla,Pecora,Bovidae,Bos,mammal,vertebrate
MW414173.1,Bos grunniens,30521,Mammalia,Artiodactyla,Pecora,Bovidae,Bos,mammal,vertebrate
MW414174.1,Bos grunniens,30521,Mammalia,Artiodactyla,Pecora,Bovidae,Bos,mammal,vertebrate
MW414175.1,Bos grunniens,30521,Mammalia,Artiodactyla,Pecora,Bovidae,Bos,mammal,vertebrate
MW414176.1,Bos grunniens,30521,Mammalia,Artiodactyla,Pecora,Bovidae,Bos,mammal,vertebrate
MW414177.1,Bos grunniens,30521,Mammalia,Artiodactyla,Pecora,Bovidae,Bos,mammal,vertebrate
MW414178.1,Bos grunniens,30521,Mammalia,Artiodactyla,Pecora,Bovidae,Bos,mammal,vertebrate
MW414179.1,Bos grunniens,30521,Mammalia,Artiodactyla,Pecora,Bovidae,Bos,mammal,vertebrate
MW414180.1,Bos grunniens,30521,Mammalia,Artiodactyla,Pecora,Bovidae,Bos,mammal,vertebrate
MW414181.1,Bos grunniens,30521,Mammalia,Artiodactyla,Pecora,Bovidae,Bos,mammal,vertebrate
MW414182.1,Bos grunniens,30521,Mammalia,Artiodactyla,Pecora,Bovidae,Bos,mammal,vertebrate
MW414183.1,Bos grunniens,30521,Mammalia,Artiodactyla,Pecora,Bovidae,Bos,mammal,vertebrate
MW414185.1,Bos grunniens,30521,Mammalia,Artiodactyla,Pecora,Bovidae,Bos,mammal,vertebrate
MW414186.1,Bos grunniens,30521,Mammalia,Artiodactyla,Pecora,Bovidae,Bos,mammal,vertebrate
MW414187.1,Bos grunniens,30521,Mammalia,Artiodactyla,Pecora,Bovidae,Bos,mammal,vertebrate
MW414188.1,Bos grunniens,30521,Mammalia,Artiodactyla,Pecora,Bovidae,Bos,mammal,vertebrate
MW414189.1,Bos grunniens,30521,Mammalia,Artiodactyla,Pecora,Bovidae,Bos,mammal,vertebrate
MW414190.1,Bos grunniens,30521,Mammalia,Artiodactyla,Pecora,Bovidae,Bos,mammal,vertebrate
MW414191.1,Bos grunniens,30521,Mammalia,Artiodactyla,Pecora,Bovidae,Bos,mammal,vertebrate
MW414192.1,Bos grunniens,30521,Mammalia,Artiodactyla,Pecora,Bovidae,Bos,mammal,vertebrate
MW414193.1,Bos grunniens,30521,Mammalia,Artiodactyla,Pecora,Bovidae,Bos,mammal,vertebrate
MW414194.1,Bos grunniens,30521,Mammalia,Artiodactyla,Pecora,Bovidae,Bos,mammal,vertebrate
MW414195.1,Bos grunniens,30521,Mammalia,Artiodactyla,Pecora,Bovidae,Bos,mammal,vertebrate
MW414196.1,Bos grunniens,30521,Mammalia,Artiodactyla,Pecora,Bovidae,Bos,mammal,vertebrate
MW414197.1,Bos grunniens,30521,Mammalia,Artiodactyla,Pecora,Bovidae,Bos,mammal,vertebrate
MW414198.1,Bos grunniens,30521,Mammalia,Artiodactyla,Pecora,Bovidae,Bos,mammal,vertebrate
MW414199.1,Bos grunniens,30521,Mammalia,Artiodactyla,Pecora,Bovidae,Bos,mammal,vertebrate
MW414200.1,Bos grunniens,30521,Mammalia,Artiodactyla,Pecora,Bovidae,Bos,mammal,vertebrate
MW414201.1,Bos grunniens,30521,Mammalia,Artiodactyla,Pecora,Bovidae,Bos,mammal,vertebrate
MW414202.1,Bos grunniens,30521,Mammalia,Artiodactyla,Pecora,Bovidae,Bos,mammal,vertebrate
MW414203.1,Bos grunniens,30521,Mammalia,Artiodactyla,Pecora,Bovidae,Bos,mammal,vertebrate
MW414204.1,Bos grunniens,30521,Mammalia,Artiodactyla,Pecora,Bovidae,Bos,mammal,vertebrate
MW414205.1,Bos grunniens,30521,Mammalia,Artiodactyla,Pecora,Bovidae,Bos,mammal,vertebrate
MW414206.1,Bos grunniens,30521,Mammalia,Artiodactyla,Pecora,Bovidae,Bos,mammal,vertebrate
MW414208.1,Bos grunniens,30521,Mammalia,Artiodactyla,Pecora,Bovidae,Bos,mammal,vertebrate
MW414209.1,Bos grunniens,30521,Mammalia,Artiodactyla,Pecora,Bovidae,Bos,mammal,vertebrate
MN883671.1,Bos grunniens,30521,Mammalia,Artiodactyla,Pecora,Bovidae,Bos,mammal,vertebrate
MZ313873.1,Bos grunniens,30521,Mammalia,Artiodactyla,Pecora,Bovidae,Bos,mammal,vertebrate
OK271109.1,Bos grunniens,30521,Mammalia,Artiodactyla,Pecora,Bovidae,Bos,mammal,vertebrate
OK375503.1,Bos grunniens,30521,Mammalia,Artiodactyla,Pecora,Bovidae,Bos,mammal,vertebrate
OK375504.1,Bos grunniens,30521,Mammalia,Artiodactyla,Pecora,Bovidae,Bos,mammal,vertebrate
OK375505.1,Bos grunniens,30521,Mammalia,Artiodactyla,Pecora,Bovidae,Bos,mammal,vertebrate
OK375506.1,Bos grunniens,30521,Mammalia,Artiodactyla,Pecora,Bovidae,Bos,mammal,vertebrate
OK375507.1,Bos grunniens,30521,Mammalia,Artiodactyla,Pecora,Bovidae,Bos,mammal,vertebrate
OK375509.1,Bos grunniens,30521,Mammalia,Artiodactyla,Pecora,Bovidae,Bos,mammal,vertebrate
OK375510.1,Bos grunniens,30521,Mammalia,Artiodactyla,Pecora,Bovidae,Bos,mammal,vertebrate
OK375511.1,Bos grunniens,30521,Mammalia,Artiodactyla,Pecora,Bovidae,Bos,mammal,vertebrate
OK375512.1,Bos grunniens,30521,Mammalia,Artiodactyla,Pecora,Bovidae,Bos,mammal,vertebrate
OK375514.1,Bos grunniens,30521,Mammalia,Artiodactyla,Pecora,Bovidae,Bos,mammal,vertebrate
OK375516.1,Bos grunniens,30521,Mammalia,Artiodactyla,Pecora,Bovidae,Bos,mammal,vertebrate
OK375517.1,Bos grunniens,30521,Mammalia,Artiodactyla,Pecora,Bovidae,Bos,mammal,vertebrate
OK375518.1,Bos grunniens,30521,Mammalia,Artiodactyla,Pecora,Bovidae,Bos,mammal,vertebrate
OK375522.1,Bos grunniens,30521,Mammalia,Artiodactyla,Pecora,Bovidae,Bos,mammal,vertebrate
OK375523.1,Bos grunniens,30521,Mammalia,Artiodactyla,Pecora,Bovidae,Bos,mammal,vertebrate
OK375524.1,Bos grunniens,30521,Mammalia,Artiodactyla,Pecora,Bovidae,Bos,mammal,vertebrate
OK375526.1,Bos grunniens,30521,Mammalia,Artiodactyla,Pecora,Bovidae,Bos,mammal,vertebrate
OK375527.1,Bos grunniens,30521,Mammalia,Artiodactyla,Pecora,Bovidae,Bos,mammal,vertebrate
OK375528.1,Bos grunniens,30521,Mammalia,Artiodactyla,Pecora,Bovidae,Bos,mammal,vertebrate
OK375529.1,Bos grunniens,30521,Mammalia,Artiodactyla,Pecora,Bovidae,Bos,mammal,vertebrate
OK375531.1,Bos grunniens,30521,Mammalia,Artiodactyla,Pecora,Bovidae,Bos,mammal,vertebrate
OK375532.1,Bos grunniens,30521,Mammalia,Artiodactyla,Pecora,Bovidae,Bos,mammal,vertebrate
OK375533.1,Bos grunniens,30521,Mammalia,Artiodactyla,Pecora,Bovidae,Bos,mammal,vertebrate
OK375534.1,Bos grunniens,30521,Mammalia,Artiodactyla,Pecora,Bovidae,Bos,mammal,vertebrate
OK375535.1,Bos grunniens,30521,Mammalia,Artiodactyla,Pecora,Bovidae,Bos,mammal,vertebrate
OK375536.1,Bos grunniens,30521,Mammalia,Artiodactyla,Pecora,Bovidae,Bos,mammal,vertebrate
OK375537.1,Bos grunniens,30521,Mammalia,Artiodactyla,Pecora,Bovidae,Bos,mammal,vertebrate
OK375539.1,Bos grunniens,30521,Mammalia,Artiodactyla,Pecora,Bovidae,Bos,mammal,vertebrate
OK375540.1,Bos grunniens,30521,Mammalia,Artiodactyla,Pecora,Bovidae,Bos,mammal,vertebrate
OK375541.1,Bos grunniens,30521,Mammalia,Artiodactyla,Pecora,Bovidae,Bos,mammal,vertebrate
OK375542.1,Bos grunniens,30521,Mammalia,Artiodactyla,Pecora,Bovidae,Bos,mammal,vertebrate
OK375543.1,Bos grunniens,30521,Mammalia,Artiodactyla,Pecora,Bovidae,Bos,mammal,vertebrate
OK375544.1,Bos grunniens,30521,Mammalia,Artiodactyla,Pecora,Bovidae,Bos,mammal,vertebrate
OK375545.1,Bos grunniens,30521,Mammalia,Artiodactyla,Pecora,Bovidae,Bos,mammal,vertebrate
OK375546.1,Bos grunniens,30521,Mammalia,Artiodactyla,Pecora,Bovidae,Bos,mammal,vertebrate
OK375547.1,Bos grunniens,30521,Mammalia,Artiodactyla,Pecora,Bovidae,Bos,mammal,vertebrate
OK375548.1,Bos grunniens,30521,Mammalia,Artiodactyla,Pecora,Bovidae,Bos,mammal,vertebrate
OK375550.1,Bos grunniens,30521,Mammalia,Artiodactyla,Pecora,Bovidae,Bos,mammal,vertebrate
OK375551.1,Bos grunniens,30521,Mammalia,Artiodactyla,Pecora,Bovidae,Bos,mammal,vertebrate
OK375552.1,Bos grunniens,30521,Mammalia,Artiodactyla,Pecora,Bovidae,Bos,mammal,vertebrate
OK375553.1,Bos grunniens,30521,Mammalia,Artiodactyla,Pecora,Bovidae,Bos,mammal,vertebrate
OK375554.1,Bos grunniens,30521,Mammalia,Artiodactyla,Pecora,Bovidae,Bos,mammal,vertebrate
OK375555.1,Bos grunniens,30521,Mammalia,Artiodactyla,Pecora,Bovidae,Bos,mammal,vertebrate
OK375556.1,Bos grunniens,30521,Mammalia,Artiodactyla,Pecora,Bovidae,Bos,mammal,vertebrate
OK375557.1,Bos grunniens,30521,Mammalia,Artiodactyla,Pecora,Bovidae,Bos,mammal,vertebrate
OK375558.1,Bos grunniens,30521,Mammalia,Artiodactyla,Pecora,Bovidae,Bos,mammal,vertebrate
OK375559.1,Bos grunniens,30521,Mammalia,Artiodactyla,Pecora,Bovidae,Bos,mammal,vertebrate
OK375560.1,Bos grunniens,30521,Mammalia,Artiodactyla,Pecora,Bovidae,Bos,mammal,vertebrate
