accession_id,species,tax_id,class,order,infraorder,family,genus,rep_tax,cat
LC381903.1,Oncorhynchus masou,90313,Actinopteri,Salmoniformes,NA,Salmonidae,Oncorhynchus,fish,fish
LC381904.1,Oncorhynchus masou,90313,Actinopteri,Salmoniformes,NA,Salmonidae,Oncorhynchus,fish,fish
LC381905.1,Oncorhynchus masou,90313,Actinopteri,Salmoniformes,NA,Salmonidae,Oncorhynchus,fish,fish
LC381908.1,Oncorhynchus masou,90313,Actinopteri,Salmoniformes,NA,Salmonidae,Oncorhynchus,fish,fish
LC381909.1,Oncorhynchus masou,90313,Actinopteri,Salmoniformes,NA,Salmonidae,Oncorhynchus,fish,fish
MT300250.1,Macaca brunnescens,90381,Mammalia,Primates,Simiiformes,Cercopithecidae,Macaca,mammal,vertebrate
MT300238.1,Macaca hecki,90382,Mammalia,Primates,Simiiformes,Cercopithecidae,Macaca,mammal,vertebrate
MT300239.1,Macaca hecki,90382,Mammalia,Primates,Simiiformes,Cercopithecidae,Macaca,mammal,vertebrate
MT300240.1,Macaca hecki,90382,Mammalia,Primates,Simiiformes,Cercopithecidae,Macaca,mammal,vertebrate
MT300241.1,Macaca hecki,90382,Mammalia,Primates,Simiiformes,Cercopithecidae,Macaca,mammal,vertebrate
MT300242.1,Macaca hecki,90382,Mammalia,Primates,Simiiformes,Cercopithecidae,Macaca,mammal,vertebrate
KY117591.1,Macaca maura,90383,Mammalia,Primates,Simiiformes,Cercopithecidae,Macaca,mammal,vertebrate
MT300251.1,Macaca maura,90383,Mammalia,Primates,Simiiformes,Cercopithecidae,Macaca,mammal,vertebrate
MT300252.1,Macaca maura,90383,Mammalia,Primates,Simiiformes,Cercopithecidae,Macaca,mammal,vertebrate
MT300253.1,Macaca maura,90383,Mammalia,Primates,Simiiformes,Cercopithecidae,Macaca,mammal,vertebrate
MT300254.1,Macaca maura,90383,Mammalia,Primates,Simiiformes,Cercopithecidae,Macaca,mammal,vertebrate
MT300255.1,Macaca maura,90383,Mammalia,Primates,Simiiformes,Cercopithecidae,Macaca,mammal,vertebrate
MT300236.1,Macaca nigrescens,90384,Mammalia,Primates,Simiiformes,Cercopithecidae,Macaca,mammal,vertebrate
MT300237.1,Macaca nigrescens,90384,Mammalia,Primates,Simiiformes,Cercopithecidae,Macaca,mammal,vertebrate
KP330231.1,Macaca leonina,90387,Mammalia,Primates,Simiiformes,Cercopithecidae,Macaca,mammal,vertebrate
KY117593.1,Macaca leonina,90387,Mammalia,Primates,Simiiformes,Cercopithecidae,Macaca,mammal,vertebrate
KY776441.1,Emydura macquarii,90392,Reptilia,Testudines,NA,Chelidae,Emydura,reptile,vertebrate
KY776442.1,Emydura macquarii,90392,Reptilia,Testudines,NA,Chelidae,Emydura,reptile,vertebrate
KY776443.1,Emydura macquarii,90392,Reptilia,Testudines,NA,Chelidae,Emydura,reptile,vertebrate
KY857552.1,Emydura macquarii,90392,Reptilia,Testudines,NA,Chelidae,Emydura,reptile,vertebrate
OP057016.1,Cryptotomus roseus,90412,Actinopteri,Labriformes,NA,Labridae,Cryptotomus,fish,fish
KX977449.1,Phylloscopus burkii,90658,Aves,Passeriformes,NA,Phylloscopidae,Phylloscopus,bird,vertebrate
MW880892.1,Phylloscopus burkii,90658,Aves,Passeriformes,NA,Phylloscopidae,Phylloscopus,bird,vertebrate
OR030349.1,Phylloscopus burkii,90658,Aves,Passeriformes,NA,Phylloscopidae,Phylloscopus,bird,vertebrate
OL806601.1,Noturus gyrinus,90661,Actinopteri,Siluriformes,NA,Ictaluridae,Noturus,fish,fish
OM736863.1,Noturus leptacanthus,90665,Actinopteri,Siluriformes,NA,Ictaluridae,Noturus,fish,fish
OM736864.1,Noturus leptacanthus,90665,Actinopteri,Siluriformes,NA,Ictaluridae,Noturus,fish,fish
OM736865.1,Noturus leptacanthus,90665,Actinopteri,Siluriformes,NA,Ictaluridae,Noturus,fish,fish
KP013089.1,Noturus taylori,90670,Actinopteri,Siluriformes,NA,Ictaluridae,Noturus,fish,fish
KF771003.1,Paramisgurnus dabryanus,90735,Actinopteri,Cypriniformes,NA,Cobitidae,Paramisgurnus,fish,fish
KJ027397.1,Paramisgurnus dabryanus,90735,Actinopteri,Cypriniformes,NA,Cobitidae,Paramisgurnus,fish,fish
KM186182.1,Paramisgurnus dabryanus,90735,Actinopteri,Cypriniformes,NA,Cobitidae,Paramisgurnus,fish,fish
KM186183.1,Paramisgurnus dabryanus,90735,Actinopteri,Cypriniformes,NA,Cobitidae,Paramisgurnus,fish,fish
AP012124.1,Paramisgurnus dabryanus,90735,Actinopteri,Cypriniformes,NA,Cobitidae,Paramisgurnus,fish,fish
KR349175.1,Paramisgurnus dabryanus,90735,Actinopteri,Cypriniformes,NA,Cobitidae,Paramisgurnus,fish,fish
MG725379.1,Paramisgurnus dabryanus,90735,Actinopteri,Cypriniformes,NA,Cobitidae,Paramisgurnus,fish,fish
AB239599.1,Pseudorasbora pumila,90751,Actinopteri,Cypriniformes,NA,Gobionidae,Pseudorasbora,fish,fish
AB239598.1,Pungtungia herzi,90753,Actinopteri,Cypriniformes,NA,Gobionidae,Pungtungia,fish,fish
KF006339.1,Pungtungia herzi,90753,Actinopteri,Cypriniformes,NA,Gobionidae,Pungtungia,fish,fish
LC519883.1,Pungtungia herzi,90753,Actinopteri,Cypriniformes,NA,Gobionidae,Pungtungia,fish,fish
AJ639867.1,Sminthopsis douglasi,90758,Mammalia,Dasyuromorphia,NA,Dasyuridae,Sminthopsis,mammal,vertebrate
KJ868159.1,Sminthopsis psammophila,90766,Mammalia,Dasyuromorphia,NA,Dasyuridae,Sminthopsis,mammal,vertebrate
KT278765.1,Pimephales promelas,90988,Actinopteri,Cypriniformes,NA,Leuciscidae,Pimephales,fish,fish
KT289925.1,Pimephales promelas,90988,Actinopteri,Cypriniformes,NA,Leuciscidae,Pimephales,fish,fish
AP011279.1,Pimephales promelas,90988,Actinopteri,Cypriniformes,NA,Leuciscidae,Pimephales,fish,fish
MG570452.1,Pimephales promelas,90988,Actinopteri,Cypriniformes,NA,Leuciscidae,Pimephales,fish,fish
MG570454.1,Pimephales promelas,90988,Actinopteri,Cypriniformes,NA,Leuciscidae,Pimephales,fish,fish
OK623675.1,Pimephales promelas,90988,Actinopteri,Cypriniformes,NA,Leuciscidae,Pimephales,fish,fish
OL477723.1,Pimephales promelas,90988,Actinopteri,Cypriniformes,NA,Leuciscidae,Pimephales,fish,fish
OP035083.1,Dascyllus albisella,91608,Actinopteri,NA,NA,Pomacentridae,Dascyllus,fish,fish
AP012240.1,Diaphus theta,91653,Actinopteri,Myctophiformes,NA,Myctophidae,Diaphus,fish,fish
ON005612.1,Diaphus theta,91653,Actinopteri,Myctophiformes,NA,Myctophidae,Diaphus,fish,fish
OP057122.1,Diaphus theta,91653,Actinopteri,Myctophiformes,NA,Myctophidae,Diaphus,fish,fish
AP012245.1,Stenobrachius leucopsarus,91658,Actinopteri,Myctophiformes,NA,Myctophidae,Stenobrachius,fish,fish
ON005617.1,Stenobrachius leucopsarus,91658,Actinopteri,Myctophiformes,NA,Myctophidae,Stenobrachius,fish,fish
ON005618.1,Tarletonbeania crenularis,91660,Actinopteri,Myctophiformes,NA,Myctophidae,Tarletonbeania,fish,fish
AP009502.1,Petrocephalus soudanensis,91712,Actinopteri,Osteoglossiformes,NA,Mormyridae,Petrocephalus,fish,fish
AP011574.1,Ivindomyrus marchei,91714,Actinopteri,Osteoglossiformes,NA,Mormyridae,Ivindomyrus,fish,fish
AP011568.1,Boulengeromyrus knoepffleri,91717,Actinopteri,Osteoglossiformes,NA,Mormyridae,Boulengeromyrus,fish,fish
AP009498.1,Heterotis niloticus,91721,Actinopteri,Osteoglossiformes,NA,Osteoglossidae,Heterotis,fish,fish
AP011572.1,Hyperopisus bebe,91725,Actinopteri,Osteoglossiformes,NA,Mormyridae,Hyperopisus,fish,fish
AP011576.1,Mormyrops anguilloides,91729,Actinopteri,Osteoglossiformes,NA,Mormyridae,Mormyrops,fish,fish
AP011577.1,Mormyrus rume,91731,Actinopteri,Osteoglossiformes,NA,Mormyridae,Mormyrus,fish,fish
AP009614.1,Paramormyrops gabonensis,91733,Actinopteri,Osteoglossiformes,NA,Mormyridae,Paramormyrops,fish,fish
KC537759.1,Cephalopholis boenak,91743,Actinopteri,Perciformes,NA,Serranidae,Cephalopholis,fish,fish
KP256530.1,Diploprion bifasciatum,91747,Actinopteri,Perciformes,NA,Serranidae,Diploprion,fish,fish
EF222196.1,Chamaeleo africanus,91906,Lepidosauria,Squamata,NA,Chamaeleonidae,Chamaeleo,reptile,vertebrate
EF222197.1,Chamaeleo africanus,91906,Lepidosauria,Squamata,NA,Chamaeleonidae,Chamaeleo,reptile,vertebrate
EF222198.1,Chamaeleo chamaeleon,91907,Lepidosauria,Squamata,NA,Chamaeleonidae,Chamaeleo,reptile,vertebrate
EF222199.1,Chamaeleo chamaeleon,91907,Lepidosauria,Squamata,NA,Chamaeleonidae,Chamaeleo,reptile,vertebrate
EF222200.1,Chamaeleo chamaeleon,91907,Lepidosauria,Squamata,NA,Chamaeleonidae,Chamaeleo,reptile,vertebrate
EF222201.1,Chamaeleo chamaeleon,91907,Lepidosauria,Squamata,NA,Chamaeleonidae,Chamaeleo,reptile,vertebrate
EF222202.1,Chamaeleo chamaeleon,91907,Lepidosauria,Squamata,NA,Chamaeleonidae,Chamaeleo,reptile,vertebrate
EF222189.1,Chamaeleo dilepis,91908,Lepidosauria,Squamata,NA,Chamaeleonidae,Chamaeleo,reptile,vertebrate
CM020378.1,Catharus ustulatus,91951,Aves,Passeriformes,NA,Turdidae,Catharus,bird,vertebrate
OP442520.1,Etheostoma nigripinne,91958,Actinopteri,Perciformes,NA,Percidae,Etheostoma,fish,fish
AP012960.1,Diplophos taenia,91975,Actinopteri,Stomiiformes,NA,Diplophidae,Diplophos,fish,fish
KC815122.1,Mustela altaica,92062,Mammalia,Carnivora,NA,Mustelidae,Mustela,mammal,vertebrate
KM434236.1,Gloydius saxatilis,92067,Lepidosauria,Squamata,Serpentes,Viperidae,Gloydius,reptile,vertebrate
MW143075.1,Gloydius saxatilis,92067,Lepidosauria,Squamata,Serpentes,Viperidae,Gloydius,reptile,vertebrate
KJ420577.1,Siganus guttatus,92439,Actinopteri,NA,NA,Siganidae,Siganus,fish,fish
KX683880.1,Dicrostonyx hudsonius,92538,Mammalia,Rodentia,NA,Cricetidae,Dicrostonyx,mammal,vertebrate
OL752780.1,Dicrostonyx hudsonius,92538,Mammalia,Rodentia,NA,Cricetidae,Dicrostonyx,mammal,vertebrate
AJ639871.1,Macrotis lagotis,92651,Mammalia,Peramelemorphia,NA,Peramelidae,Macrotis,mammal,vertebrate
KC914350.1,Spheniscus demersus,92683,Aves,Sphenisciformes,NA,Spheniscidae,Spheniscus,bird,vertebrate
MK760986.1,Spheniscus demersus,92683,Aves,Sphenisciformes,NA,Spheniscidae,Spheniscus,bird,vertebrate
MK290248.1,Eudyptes sclateri,92688,Aves,Sphenisciformes,NA,Spheniscidae,Eudyptes,bird,vertebrate
MK760984.1,Eudyptes sclateri,92688,Aves,Sphenisciformes,NA,Spheniscidae,Eudyptes,bird,vertebrate
MT627180.1,Allobates marchesianus,92721,Amphibia,Anura,NA,Dendrobatidae,Allobates,amphibian,vertebrate
MF069437.1,Dendrobates tinctorius,92724,Amphibia,Anura,NA,Dendrobatidae,Dendrobates,amphibian,vertebrate
MF069438.1,Dendrobates tinctorius,92724,Amphibia,Anura,NA,Dendrobatidae,Dendrobates,amphibian,vertebrate
MF069439.1,Dendrobates tinctorius,92724,Amphibia,Anura,NA,Dendrobatidae,Dendrobates,amphibian,vertebrate
MF069440.1,Dendrobates tinctorius,92724,Amphibia,Anura,NA,Dendrobatidae,Dendrobates,amphibian,vertebrate
MF069441.1,Dendrobates tinctorius,92724,Amphibia,Anura,NA,Dendrobatidae,Dendrobates,amphibian,vertebrate
MT627179.1,Allobates femoralis,92733,Amphibia,Anura,NA,Dendrobatidae,Allobates,amphibian,vertebrate
GU457433.1,Cervus nippon,92866,Mammalia,Artiodactyla,Pecora,Cervidae,Cervus,mammal,vertebrate
HQ191428.1,Cervus nippon,92866,Mammalia,Artiodactyla,Pecora,Cervidae,Cervus,mammal,vertebrate
KR868807.1,Cervus nippon,92866,Mammalia,Artiodactyla,Pecora,Cervidae,Cervus,mammal,vertebrate
KX689229.1,Cervus nippon,92866,Mammalia,Artiodactyla,Pecora,Cervidae,Cervus,mammal,vertebrate
OP834097.1,Cervus nippon,92866,Mammalia,Artiodactyla,Pecora,Cervidae,Cervus,mammal,vertebrate
OQ694743.1,Marmota broweri,93159,Mammalia,Rodentia,NA,Sciuridae,Marmota,mammal,vertebrate
OQ694744.1,Marmota caligata,93160,Mammalia,Rodentia,NA,Sciuridae,Marmota,mammal,vertebrate
OQ694745.1,Marmota caligata,93160,Mammalia,Rodentia,NA,Sciuridae,Marmota,mammal,vertebrate
OQ694746.1,Marmota caligata,93160,Mammalia,Rodentia,NA,Sciuridae,Marmota,mammal,vertebrate
OQ694747.1,Marmota caligata,93160,Mammalia,Rodentia,NA,Sciuridae,Marmota,mammal,vertebrate
OQ694748.1,Marmota caligata,93160,Mammalia,Rodentia,NA,Sciuridae,Marmota,mammal,vertebrate
OQ694749.1,Marmota caligata,93160,Mammalia,Rodentia,NA,Sciuridae,Marmota,mammal,vertebrate
MH987778.1,Marmota flaviventris,93162,Mammalia,Rodentia,NA,Sciuridae,Marmota,mammal,vertebrate
OQ694750.1,Marmota flaviventris,93162,Mammalia,Rodentia,NA,Sciuridae,Marmota,mammal,vertebrate
OQ694751.1,Marmota flaviventris,93162,Mammalia,Rodentia,NA,Sciuridae,Marmota,mammal,vertebrate
JX069958.1,Marmota himalayana,93163,Mammalia,Rodentia,NA,Sciuridae,Marmota,mammal,vertebrate
MK305281.1,Marmota himalayana,93163,Mammalia,Rodentia,NA,Sciuridae,Marmota,mammal,vertebrate
OQ694755.1,Marmota menzbieri,93164,Mammalia,Rodentia,NA,Sciuridae,Marmota,mammal,vertebrate
OQ694759.1,Marmota olympus,93165,Mammalia,Rodentia,NA,Sciuridae,Marmota,mammal,vertebrate
OQ694760.1,Marmota olympus,93165,Mammalia,Rodentia,NA,Sciuridae,Marmota,mammal,vertebrate
OQ694762.1,Marmota sibirica,93166,Mammalia,Rodentia,NA,Sciuridae,Marmota,mammal,vertebrate
OQ694763.1,Marmota sibirica,93166,Mammalia,Rodentia,NA,Sciuridae,Marmota,mammal,vertebrate
OQ694764.1,Marmota sibirica,93166,Mammalia,Rodentia,NA,Sciuridae,Marmota,mammal,vertebrate
MK859897.1,Marmota vancouverensis,93167,Mammalia,Rodentia,NA,Sciuridae,Marmota,mammal,vertebrate
OQ694765.1,Marmota vancouverensis,93167,Mammalia,Rodentia,NA,Sciuridae,Marmota,mammal,vertebrate
OQ694766.1,Marmota vancouverensis,93167,Mammalia,Rodentia,NA,Sciuridae,Marmota,mammal,vertebrate
KR349313.1,Telmatobufo australis,93483,Amphibia,Anura,NA,Calyptocephalellidae,Telmatobufo,amphibian,vertebrate
AP017654.1,Misgurnus mizolepis,93600,Actinopteri,Cypriniformes,NA,Cobitidae,Misgurnus,fish,fish
MF579258.1,Misgurnus mizolepis,93600,Actinopteri,Cypriniformes,NA,Cobitidae,Misgurnus,fish,fish
MW304001.1,Misgurnus mizolepis,93600,Actinopteri,Cypriniformes,NA,Cobitidae,Misgurnus,fish,fish
CM046265.1,Misgurnus mizolepis,93600,Actinopteri,Cypriniformes,NA,Cobitidae,Misgurnus,fish,fish
AP012013.1,Heteropneustes fossilis,93621,Actinopteri,Siluriformes,NA,Heteropneustidae,Heteropneustes,fish,fish
KP345880.1,Heteropneustes fossilis,93621,Actinopteri,Siluriformes,NA,Heteropneustidae,Heteropneustes,fish,fish
KT001154.1,Heteropneustes fossilis,93621,Actinopteri,Siluriformes,NA,Heteropneustidae,Heteropneustes,fish,fish
AP003195.2,Coturnix japonica,93934,Aves,Galliformes,NA,Phasianidae,Coturnix,bird,vertebrate
KX712089.1,Coturnix japonica,93934,Aves,Galliformes,NA,Phasianidae,Coturnix,bird,vertebrate
MW574361.1,Coturnix japonica,93934,Aves,Galliformes,NA,Phasianidae,Coturnix,bird,vertebrate
AF321050.1,Pteropus scapulatus,94117,Mammalia,Chiroptera,NA,Pteropodidae,Pteropus,mammal,vertebrate
AP011979.1,Gymnotus carapo,94172,Actinopteri,Gymnotiformes,NA,Gymnotidae,Gymnotus,fish,fish
MN583179.1,Gymnotus sylvius,94175,Actinopteri,Gymnotiformes,NA,Gymnotidae,Gymnotus,fish,fish
MW257233.1,Viverra zibetha,94178,Mammalia,Carnivora,NA,Viverridae,Viverra,mammal,vertebrate
MW257218.1,Arctictis binturong,94180,Mammalia,Carnivora,NA,Viverridae,Arctictis,mammal,vertebrate
MW257222.1,Chrotogale owstoni,94184,Mammalia,Carnivora,NA,Viverridae,Chrotogale,mammal,vertebrate
KX891743.1,Civettictis civetta,94186,Mammalia,Carnivora,NA,Viverridae,Civettictis,mammal,vertebrate
MW257217.1,Civettictis civetta,94186,Mammalia,Carnivora,NA,Viverridae,Civettictis,mammal,vertebrate
MW257203.1,Cryptoprocta ferox,94188,Mammalia,Carnivora,NA,Eupleridae,Cryptoprocta,mammal,vertebrate
MW257215.1,Genetta genetta,94190,Mammalia,Carnivora,NA,Viverridae,Genetta,mammal,vertebrate
MH464791.1,Hemigalus derbyanus,94192,Mammalia,Carnivora,NA,Viverridae,Hemigalus,mammal,vertebrate
MT559408.1,Prionodon linsang,94194,Mammalia,Carnivora,NA,Viverridae,Prionodon,mammal,vertebrate
MT559409.1,Prionodon linsang,94194,Mammalia,Carnivora,NA,Viverridae,Prionodon,mammal,vertebrate
MT559410.1,Prionodon linsang,94194,Mammalia,Carnivora,NA,Viverridae,Prionodon,mammal,vertebrate
MT559411.1,Prionodon linsang,94194,Mammalia,Carnivora,NA,Viverridae,Prionodon,mammal,vertebrate
MT559412.1,Prionodon linsang,94194,Mammalia,Carnivora,NA,Viverridae,Prionodon,mammal,vertebrate
MT559413.1,Prionodon linsang,94194,Mammalia,Carnivora,NA,Viverridae,Prionodon,mammal,vertebrate
MT559414.1,Prionodon linsang,94194,Mammalia,Carnivora,NA,Viverridae,Prionodon,mammal,vertebrate
MT559415.1,Prionodon linsang,94194,Mammalia,Carnivora,NA,Viverridae,Prionodon,mammal,vertebrate
KM276554.1,Viverricula indica,94196,Mammalia,Carnivora,NA,Viverridae,Viverricula,mammal,vertebrate
KX891745.1,Viverricula indica,94196,Mammalia,Carnivora,NA,Viverridae,Viverricula,mammal,vertebrate
KX891746.1,Viverricula indica,94196,Mammalia,Carnivora,NA,Viverridae,Viverricula,mammal,vertebrate
KX891747.1,Viverricula indica,94196,Mammalia,Carnivora,NA,Viverridae,Viverricula,mammal,vertebrate
KX891748.1,Viverricula indica,94196,Mammalia,Carnivora,NA,Viverridae,Viverricula,mammal,vertebrate
KX891749.1,Viverricula indica,94196,Mammalia,Carnivora,NA,Viverridae,Viverricula,mammal,vertebrate
KX891750.1,Viverricula indica,94196,Mammalia,Carnivora,NA,Viverridae,Viverricula,mammal,vertebrate
KX891751.1,Viverricula indica,94196,Mammalia,Carnivora,NA,Viverridae,Viverricula,mammal,vertebrate
EU043376.1,Epinephelus coioides,94232,Actinopteri,Perciformes,NA,Serranidae,Epinephelus,fish,fish
KM377093.1,Epinephelus coioides,94232,Actinopteri,Perciformes,NA,Serranidae,Epinephelus,fish,fish
MW752082.1,Epinephelus coioides,94232,Actinopteri,Perciformes,NA,Serranidae,Epinephelus,fish,fish
AP006238.1,Mola mola,94237,Actinopteri,Tetraodontiformes,NA,Molidae,Mola,fish,fish
LC659949.1,Mola mola,94237,Actinopteri,Tetraodontiformes,NA,Molidae,Mola,fish,fish
OP057051.1,Mola mola,94237,Actinopteri,Tetraodontiformes,NA,Molidae,Mola,fish,fish
OM963001.1,Dipodomys merriami,94247,Mammalia,Rodentia,NA,Heteromyidae,Dipodomys,mammal,vertebrate
JX312731.1,Equus kiang,94398,Mammalia,Perissodactyla,NA,Equidae,Equus,mammal,vertebrate
JX312732.1,Equus kiang,94398,Mammalia,Perissodactyla,NA,Equidae,Equus,mammal,vertebrate
MZ337617.1,Equus kiang,94398,Mammalia,Perissodactyla,NA,Equidae,Equus,mammal,vertebrate
AY605474.1,Diplometopon zarudnyi,94420,Lepidosauria,Squamata,NA,Trogonophidae,Diplometopon,reptile,vertebrate
KU158188.1,Pinguinus impennis,94623,Aves,Charadriiformes,NA,Laridae,Pinguinus,bird,vertebrate
MF188883.1,Pinguinus impennis,94623,Aves,Charadriiformes,NA,Laridae,Pinguinus,bird,vertebrate
MF188884.1,Pinguinus impennis,94623,Aves,Charadriiformes,NA,Laridae,Pinguinus,bird,vertebrate
MF188885.1,Pinguinus impennis,94623,Aves,Charadriiformes,NA,Laridae,Pinguinus,bird,vertebrate
MF188886.1,Pinguinus impennis,94623,Aves,Charadriiformes,NA,Laridae,Pinguinus,bird,vertebrate
MF188887.1,Pinguinus impennis,94623,Aves,Charadriiformes,NA,Laridae,Pinguinus,bird,vertebrate
MF188888.1,Pinguinus impennis,94623,Aves,Charadriiformes,NA,Laridae,Pinguinus,bird,vertebrate
MF188889.1,Pinguinus impennis,94623,Aves,Charadriiformes,NA,Laridae,Pinguinus,bird,vertebrate
MF776841.1,Pinguinus impennis,94623,Aves,Charadriiformes,NA,Laridae,Pinguinus,bird,vertebrate
MF776842.1,Pinguinus impennis,94623,Aves,Charadriiformes,NA,Laridae,Pinguinus,bird,vertebrate
MF776843.1,Pinguinus impennis,94623,Aves,Charadriiformes,NA,Laridae,Pinguinus,bird,vertebrate
MF776844.1,Pinguinus impennis,94623,Aves,Charadriiformes,NA,Laridae,Pinguinus,bird,vertebrate
MF776845.1,Pinguinus impennis,94623,Aves,Charadriiformes,NA,Laridae,Pinguinus,bird,vertebrate
MF776846.1,Pinguinus impennis,94623,Aves,Charadriiformes,NA,Laridae,Pinguinus,bird,vertebrate
MF776847.1,Pinguinus impennis,94623,Aves,Charadriiformes,NA,Laridae,Pinguinus,bird,vertebrate
MF776848.1,Pinguinus impennis,94623,Aves,Charadriiformes,NA,Laridae,Pinguinus,bird,vertebrate
MF776849.1,Pinguinus impennis,94623,Aves,Charadriiformes,NA,Laridae,Pinguinus,bird,vertebrate
MF776850.1,Pinguinus impennis,94623,Aves,Charadriiformes,NA,Laridae,Pinguinus,bird,vertebrate
MF776851.1,Pinguinus impennis,94623,Aves,Charadriiformes,NA,Laridae,Pinguinus,bird,vertebrate
MF776852.1,Pinguinus impennis,94623,Aves,Charadriiformes,NA,Laridae,Pinguinus,bird,vertebrate
MF776853.1,Pinguinus impennis,94623,Aves,Charadriiformes,NA,Laridae,Pinguinus,bird,vertebrate
MF776854.1,Pinguinus impennis,94623,Aves,Charadriiformes,NA,Laridae,Pinguinus,bird,vertebrate
MF776855.1,Pinguinus impennis,94623,Aves,Charadriiformes,NA,Laridae,Pinguinus,bird,vertebrate
MF776856.1,Pinguinus impennis,94623,Aves,Charadriiformes,NA,Laridae,Pinguinus,bird,vertebrate
MF776857.1,Pinguinus impennis,94623,Aves,Charadriiformes,NA,Laridae,Pinguinus,bird,vertebrate
MF776858.1,Pinguinus impennis,94623,Aves,Charadriiformes,NA,Laridae,Pinguinus,bird,vertebrate
MF776859.1,Pinguinus impennis,94623,Aves,Charadriiformes,NA,Laridae,Pinguinus,bird,vertebrate
MF776860.1,Pinguinus impennis,94623,Aves,Charadriiformes,NA,Laridae,Pinguinus,bird,vertebrate
MF776861.1,Pinguinus impennis,94623,Aves,Charadriiformes,NA,Laridae,Pinguinus,bird,vertebrate
MF776862.1,Pinguinus impennis,94623,Aves,Charadriiformes,NA,Laridae,Pinguinus,bird,vertebrate
MF776863.1,Pinguinus impennis,94623,Aves,Charadriiformes,NA,Laridae,Pinguinus,bird,vertebrate
MF776864.1,Pinguinus impennis,94623,Aves,Charadriiformes,NA,Laridae,Pinguinus,bird,vertebrate
MF776865.1,Pinguinus impennis,94623,Aves,Charadriiformes,NA,Laridae,Pinguinus,bird,vertebrate
MF776866.1,Pinguinus impennis,94623,Aves,Charadriiformes,NA,Laridae,Pinguinus,bird,vertebrate
MF776867.1,Pinguinus impennis,94623,Aves,Charadriiformes,NA,Laridae,Pinguinus,bird,vertebrate
MF776868.1,Pinguinus impennis,94623,Aves,Charadriiformes,NA,Laridae,Pinguinus,bird,vertebrate
MF776869.1,Pinguinus impennis,94623,Aves,Charadriiformes,NA,Laridae,Pinguinus,bird,vertebrate
MF776870.1,Pinguinus impennis,94623,Aves,Charadriiformes,NA,Laridae,Pinguinus,bird,vertebrate
MF776871.1,Pinguinus impennis,94623,Aves,Charadriiformes,NA,Laridae,Pinguinus,bird,vertebrate
MF776872.1,Pinguinus impennis,94623,Aves,Charadriiformes,NA,Laridae,Pinguinus,bird,vertebrate
MF776873.1,Pinguinus impennis,94623,Aves,Charadriiformes,NA,Laridae,Pinguinus,bird,vertebrate
MF776874.1,Pinguinus impennis,94623,Aves,Charadriiformes,NA,Laridae,Pinguinus,bird,vertebrate
MF776875.1,Pinguinus impennis,94623,Aves,Charadriiformes,NA,Laridae,Pinguinus,bird,vertebrate
KR149454.1,Tinamus guttatus,94827,Aves,Tinamiformes,NA,Tinamidae,Tinamus,bird,vertebrate
MN356150.1,Tinamus guttatus,94827,Aves,Tinamiformes,NA,Tinamidae,Tinamus,bird,vertebrate
AJ810454.1,Gavialis gangeticus,94835,Reptilia,Crocodylia,NA,Gavialidae,Gavialis,reptile,vertebrate
AB079596.1,Gavialis gangeticus,94835,Reptilia,Crocodylia,NA,Gavialidae,Gavialis,reptile,vertebrate
KU833245.2,Pituophis catenifer,94858,Lepidosauria,Squamata,Serpentes,Colubridae,Pituophis,reptile,vertebrate
AP011922.1,Tetraodon miurus,94908,Actinopteri,Tetraodontiformes,NA,Tetraodontidae,Tetraodon,fish,fish
OM974321.1,Atherinomorus stipes,94911,Actinopteri,Atheriniformes,NA,Atherinidae,Atherinomorus,fish,fish
OP056860.1,Atherinomorus stipes,94911,Actinopteri,Atheriniformes,NA,Atherinidae,Atherinomorus,fish,fish
OP056858.1,Synodus intermedius,94915,Actinopteri,Aulopiformes,NA,Synodontidae,Synodus,fish,fish
AP004403.1,Aphredoderus sayanus,94919,Actinopteri,Percopsiformes,NA,Aphredoderidae,Aphredoderus,fish,fish
OP056856.1,Bothus lunatus,94921,Actinopteri,Pleuronectiformes,NA,Bothidae,Bothus,fish,fish
LC512458.1,Dactylopterus volitans,94924,Actinopteri,Syngnathiformes,NA,Dactylopteridae,Dactylopterus,fish,fish
OP056967.1,Dactylopterus volitans,94924,Actinopteri,Syngnathiformes,NA,Dactylopteridae,Dactylopterus,fish,fish
OP035247.1,Melichthys niger,94928,Actinopteri,Tetraodontiformes,NA,Balistidae,Melichthys,fish,fish
OP057027.1,Strongylura notata,94937,Actinopteri,Beloniformes,NA,Belonidae,Strongylura,fish,fish
AP002942.1,Zenopsis nebulosus,94939,Actinopteri,Zeiformes,NA,Zeidae,Zenopsis,fish,fish
KJ168066.1,Dicentrarchus punctatus,94946,Actinopteri,NA,NA,Moronidae,Dicentrarchus,fish,fish
MG727892.1,Dentex dentex,94951,Actinopteri,Spariformes,NA,Sparidae,Dentex,fish,fish
AY960981.1,Mystacina tuberculata,94961,Mammalia,Chiroptera,NA,Mystacinidae,Mystacina,mammal,vertebrate
KU743910.1,Noctilio leporinus,94963,Mammalia,Chiroptera,NA,Noctilionidae,Noctilio,mammal,vertebrate
MT410919.1,Echiichthys vipera,94984,Actinopteri,Perciformes,NA,Trachinidae,Echiichthys,fish,fish
