accession_id,species,tax_id,class,order,infraorder,family,genus
MT768088.1,Ovis ammon,30527,Mammalia,Artiodactyla,Pecora,Bovidae,Ovis
MT768089.1,Ovis ammon,30527,Mammalia,Artiodactyla,Pecora,Bovidae,Ovis
MT768090.1,Ovis ammon,30527,Mammalia,Artiodactyla,Pecora,Bovidae,Ovis
JN632599.1,Axis axis,30531,Mammalia,Artiodactyla,Pecora,Cervidae,Axis
JN632629.1,Dama dama,30532,Mammalia,Artiodactyla,Pecora,Cervidae,Dama
KY987556.1,Tayassu pecari,30535,Mammalia,Artiodactyla,NA,Tayassuidae,Tayassu
Y19184.1,Lama pacos,30538,Mammalia,Artiodactyla,NA,Camelidae,Vicugna
AJ566364.1,Lama pacos,30538,Mammalia,Artiodactyla,NA,Camelidae,Vicugna
MZ708721.1,Vicugna pacos,30538,Mammalia,Artiodactyla,NA,Camelidae,Vicugna
MH362797.1,Conepatus chinga,30542,Mammalia,Carnivora,NA,Mephitidae,Conepatus
MW205848.1,Conepatus leuconotus,30543,Mammalia,Carnivora,NA,Mephitidae,Conepatus
HM106332.1,Mephitis mephitis,30548,Mammalia,Carnivora,NA,Mephitidae,Mephitis
MW205895.1,Mephitis mephitis,30548,Mammalia,Carnivora,NA,Mephitidae,Mephitis
OK561921.1,Spilogale gracilis,30551,Mammalia,Carnivora,NA,Mephitidae,Spilogale
OK561922.1,Spilogale gracilis,30551,Mammalia,Carnivora,NA,Mephitidae,Spilogale
OK561923.1,Spilogale gracilis,30551,Mammalia,Carnivora,NA,Mephitidae,Spilogale
OK561924.1,Spilogale gracilis,30551,Mammalia,Carnivora,NA,Mephitidae,Spilogale
OK561925.1,Spilogale gracilis,30551,Mammalia,Carnivora,NA,Mephitidae,Spilogale
OK561926.1,Spilogale gracilis,30551,Mammalia,Carnivora,NA,Mephitidae,Spilogale
OK561927.1,Spilogale gracilis,30551,Mammalia,Carnivora,NA,Mephitidae,Spilogale
OK561928.1,Spilogale gracilis,30551,Mammalia,Carnivora,NA,Mephitidae,Spilogale
OK561929.1,Spilogale gracilis,30551,Mammalia,Carnivora,NA,Mephitidae,Spilogale
OK561930.1,Spilogale gracilis,30551,Mammalia,Carnivora,NA,Mephitidae,Spilogale
OK561931.1,Spilogale gracilis,30551,Mammalia,Carnivora,NA,Mephitidae,Spilogale
OK561932.1,Spilogale gracilis,30551,Mammalia,Carnivora,NA,Mephitidae,Spilogale
OK561933.1,Spilogale gracilis,30551,Mammalia,Carnivora,NA,Mephitidae,Spilogale
OK561934.1,Spilogale gracilis,30551,Mammalia,Carnivora,NA,Mephitidae,Spilogale
OK561935.1,Spilogale gracilis,30551,Mammalia,Carnivora,NA,Mephitidae,Spilogale
OK561936.1,Spilogale gracilis,30551,Mammalia,Carnivora,NA,Mephitidae,Spilogale
OK561937.1,Spilogale gracilis,30551,Mammalia,Carnivora,NA,Mephitidae,Spilogale
OK561938.1,Spilogale gracilis,30551,Mammalia,Carnivora,NA,Mephitidae,Spilogale
AM711898.1,Spilogale putorius,30552,Mammalia,Carnivora,NA,Mephitidae,Spilogale
MW205842.1,Spilogale putorius,30552,Mammalia,Carnivora,NA,Mephitidae,Spilogale
MW205857.1,Spilogale putorius,30552,Mammalia,Carnivora,NA,Mephitidae,Spilogale
MW205871.1,Spilogale putorius,30552,Mammalia,Carnivora,NA,Mephitidae,Spilogale
MW205872.1,Spilogale putorius,30552,Mammalia,Carnivora,NA,Mephitidae,Spilogale
MW205873.1,Spilogale putorius,30552,Mammalia,Carnivora,NA,Mephitidae,Spilogale
MW205874.1,Spilogale putorius,30552,Mammalia,Carnivora,NA,Mephitidae,Spilogale
MW205884.1,Spilogale putorius,30552,Mammalia,Carnivora,NA,Mephitidae,Spilogale
HM106330.1,Taxidea taxus,30554,Mammalia,Carnivora,NA,Mustelidae,Taxidea
OQ420428.1,Tapirus pinchaque,30582,Mammalia,Perissodactyla,NA,Tapiridae,Tapirus
OM328999.1,Saguinus midas,30586,Mammalia,Primates,Simiiformes,Cebidae,Saguinus
OM329000.1,Saguinus midas,30586,Mammalia,Primates,Simiiformes,Cebidae,Saguinus
KC757399.1,Leontopithecus rosalia,30588,Mammalia,Primates,Simiiformes,Cebidae,Leontopithecus
MZ262294.1,Leontopithecus rosalia,30588,Mammalia,Primates,Simiiformes,Cebidae,Leontopithecus
OM328926.1,Alouatta palliata,30589,Mammalia,Primates,Simiiformes,Atelidae,Alouatta
OM328949.1,Alouatta belzebul,30590,Mammalia,Primates,Simiiformes,Atelidae,Alouatta
OM328951.1,Alouatta belzebul,30590,Mammalia,Primates,Simiiformes,Atelidae,Alouatta
OM329043.1,Alouatta belzebul,30590,Mammalia,Primates,Simiiformes,Atelidae,Alouatta
KC757385.1,Aotus azarai,30591,Mammalia,Primates,Simiiformes,Aotidae,Aotus
OM328941.1,Cheracebus torquatus,30592,Mammalia,Primates,Simiiformes,Pitheciidae,Cheracebus
JX262672.1,Brachyteles arachnoides,30594,Mammalia,Primates,Simiiformes,Atelidae,Brachyteles
KC959985.1,Cacajao calvus,30596,Mammalia,Primates,Simiiformes,Pitheciidae,Cacajao
OM328945.1,Cacajao calvus,30596,Mammalia,Primates,Simiiformes,Pitheciidae,Cacajao
OM328946.1,Cacajao calvus,30596,Mammalia,Primates,Simiiformes,Pitheciidae,Cacajao
OM328947.1,Cacajao calvus,30596,Mammalia,Primates,Simiiformes,Pitheciidae,Cacajao
OM328948.1,Cacajao calvus,30596,Mammalia,Primates,Simiiformes,Pitheciidae,Cacajao
OM328959.1,Cacajao calvus,30596,Mammalia,Primates,Simiiformes,Pitheciidae,Cacajao
OM328962.1,Cacajao calvus,30596,Mammalia,Primates,Simiiformes,Pitheciidae,Cacajao
OM329061.1,Cacajao calvus,30596,Mammalia,Primates,Simiiformes,Pitheciidae,Cacajao
KR827465.1,Propithecus tattersalli,30601,Mammalia,Primates,Lemuriformes,Indriidae,Propithecus
OM650096.1,Propithecus tattersalli,30601,Mammalia,Primates,Lemuriformes,Indriidae,Propithecus
OM650097.1,Propithecus tattersalli,30601,Mammalia,Primates,Lemuriformes,Indriidae,Propithecus
OM650098.1,Propithecus tattersalli,30601,Mammalia,Primates,Lemuriformes,Indriidae,Propithecus
OM650099.1,Propithecus tattersalli,30601,Mammalia,Primates,Lemuriformes,Indriidae,Propithecus
OM650100.1,Propithecus tattersalli,30601,Mammalia,Primates,Lemuriformes,Indriidae,Propithecus
OM650101.1,Propithecus tattersalli,30601,Mammalia,Primates,Lemuriformes,Indriidae,Propithecus
OM650102.1,Propithecus tattersalli,30601,Mammalia,Primates,Lemuriformes,Indriidae,Propithecus
OM650103.1,Propithecus tattersalli,30601,Mammalia,Primates,Lemuriformes,Indriidae,Propithecus
OM650104.1,Propithecus tattersalli,30601,Mammalia,Primates,Lemuriformes,Indriidae,Propithecus
OM650105.1,Propithecus tattersalli,30601,Mammalia,Primates,Lemuriformes,Indriidae,Propithecus
OM650106.1,Propithecus tattersalli,30601,Mammalia,Primates,Lemuriformes,Indriidae,Propithecus
OM650107.1,Propithecus tattersalli,30601,Mammalia,Primates,Lemuriformes,Indriidae,Propithecus
OM650108.1,Propithecus tattersalli,30601,Mammalia,Primates,Lemuriformes,Indriidae,Propithecus
OM650109.1,Propithecus tattersalli,30601,Mammalia,Primates,Lemuriformes,Indriidae,Propithecus
OM650110.1,Propithecus tattersalli,30601,Mammalia,Primates,Lemuriformes,Indriidae,Propithecus
OM650111.1,Propithecus tattersalli,30601,Mammalia,Primates,Lemuriformes,Indriidae,Propithecus
OM650112.1,Propithecus tattersalli,30601,Mammalia,Primates,Lemuriformes,Indriidae,Propithecus
AB371088.1,Eulemur macaco,30603,Mammalia,Primates,Lemuriformes,Lemuridae,Eulemur
KM112298.1,Microcebus murinus,30608,Mammalia,Primates,Lemuriformes,Cheirogaleidae,Microcebus
KM112302.1,Microcebus murinus,30608,Mammalia,Primates,Lemuriformes,Cheirogaleidae,Microcebus
KM112304.1,Microcebus murinus,30608,Mammalia,Primates,Lemuriformes,Cheirogaleidae,Microcebus
KM112306.1,Microcebus murinus,30608,Mammalia,Primates,Lemuriformes,Cheirogaleidae,Microcebus
KR911907.1,Microcebus murinus,30608,Mammalia,Primates,Lemuriformes,Cheirogaleidae,Microcebus
KR911908.1,Microcebus murinus,30608,Mammalia,Primates,Lemuriformes,Cheirogaleidae,Microcebus
KC757396.1,Galago moholi,30609,Mammalia,Primates,Lorisiformes,Galagidae,Galago
KU762015.1,Dactylomys dactylinus,30619,Mammalia,Rodentia,NA,Echimyidae,Dactylomys
KU892781.1,Echimys chrysurus,30621,Mammalia,Rodentia,NA,Echimyidae,Echimys
KU892782.1,Makalata didelphoides,30622,Mammalia,Rodentia,NA,Echimyidae,Makalata
KU892787.1,Mesomys hispidus,30627,Mammalia,Rodentia,NA,Echimyidae,Mesomys
KU892788.1,Mesomys stimulax,30629,Mammalia,Rodentia,NA,Echimyidae,Mesomys
AJ416891.1,Spalax ehrenbergi,30637,Mammalia,Rodentia,NA,Spalacidae,Nannospalax
MT240881.1,Sciurus carolinensis,30640,Mammalia,Rodentia,NA,Sciuridae,Sciurus
LR822069.1,Sciurus carolinensis,30640,Mammalia,Rodentia,NA,Sciuridae,Sciurus
KJ868118.1,Lasiorhinus krefftii,30667,Mammalia,Diprotodontia,NA,Vombatidae,Lasiorhinus
KJ868156.1,Setonix brachyurus,30670,Mammalia,Diprotodontia,NA,Macropodidae,Setonix
AP009134.1,Clupea pallasii,30724,Actinopteri,Clupeiformes,NA,Clupeidae,Clupea
JQ713914.1,Oryzias melastigma,30732,Actinopteri,Beloniformes,NA,Adrianichthyidae,Oryzias
OP057025.1,Floridichthys carpio,30742,Actinopteri,Cyprinodontiformes,NA,Cyprinodontidae,Floridichthys
KJ020931.1,Lophius litulon,30790,Actinopteri,Lophiiformes,NA,Lophiidae,Lophius
OL627348.1,Lophius litulon,30790,Actinopteri,Lophiiformes,NA,Lophiidae,Lophius
HM106491.1,Mallotus villosus,30960,Actinopteri,Osmeriformes,NA,Salangidae,Mallotus
OL435160.1,Oncorhynchus clarkii,30962,Actinopteri,Salmoniformes,NA,Salmonidae,Oncorhynchus
OL457392.1,Oncorhynchus clarkii,30962,Actinopteri,Salmoniformes,NA,Salmonidae,Oncorhynchus
OL693868.1,Oncorhynchus clarkii,30962,Actinopteri,Salmoniformes,NA,Salmonidae,Oncorhynchus
AP012022.1,Silurus asotus,30991,Actinopteri,Siluriformes,NA,Siluridae,Silurus
JN116720.1,Silurus asotus,30991,Actinopteri,Siluriformes,NA,Siluridae,Silurus
JX087351.1,Silurus asotus,30991,Actinopteri,Siluriformes,NA,Siluridae,Silurus
JX256247.1,Silurus asotus,30991,Actinopteri,Siluriformes,NA,Siluridae,Silurus
MK895951.1,Silurus asotus,30991,Actinopteri,Siluriformes,NA,Siluridae,Silurus
LC574780.1,Silurus asotus,30991,Actinopteri,Siluriformes,NA,Siluridae,Silurus
AY762971.1,Pangasianodon gigas,30993,Actinopteri,Siluriformes,NA,Pangasiidae,Pangasianodon
AJ421455.1,Takifugu rubripes,31033,Actinopteri,Tetraodontiformes,NA,Tetraodontidae,Takifugu
AP006045.1,Takifugu rubripes,31033,Actinopteri,Tetraodontiformes,NA,Tetraodontidae,Takifugu
OD909576.1,Takifugu rubripes,31033,Actinopteri,Tetraodontiformes,NA,Tetraodontidae,Takifugu
KM216748.1,Trachemys scripta,31138,NA,Testudines,NA,Emydidae,Trachemys
MW019443.1,Trachemys scripta,31138,NA,Testudines,NA,Emydidae,Trachemys
KT277936.1,Conolophus subcristatus,31140,Lepidosauria,Squamata,NA,Iguanidae,Conolophus
KT982276.1,Ptyas mucosa,31142,Lepidosauria,Squamata,Serpentes,Colubridae,Ptyas
MF945570.1,Vipera berus,31155,Lepidosauria,Squamata,Serpentes,Viperidae,Vipera
AM905039.1,Daubentonia madagascariensis,31869,Mammalia,Primates,Chiromyiformes,Daubentoniidae,Daubentonia
AB371085.1,Daubentonia madagascariensis,31869,Mammalia,Primates,Chiromyiformes,Daubentoniidae,Daubentonia
KJ158462.1,Daubentonia madagascariensis,31869,Mammalia,Primates,Chiromyiformes,Daubentoniidae,Daubentonia
KJ944182.1,Daubentonia madagascariensis,31869,Mammalia,Primates,Chiromyiformes,Daubentoniidae,Daubentonia
KJ944183.1,Daubentonia madagascariensis,31869,Mammalia,Primates,Chiromyiformes,Daubentoniidae,Daubentonia
KJ944184.1,Daubentonia madagascariensis,31869,Mammalia,Primates,Chiromyiformes,Daubentoniidae,Daubentonia
KJ944185.1,Daubentonia madagascariensis,31869,Mammalia,Primates,Chiromyiformes,Daubentoniidae,Daubentonia
KJ944186.1,Daubentonia madagascariensis,31869,Mammalia,Primates,Chiromyiformes,Daubentoniidae,Daubentonia
KJ944211.1,Daubentonia madagascariensis,31869,Mammalia,Primates,Chiromyiformes,Daubentoniidae,Daubentonia
KJ944212.1,Daubentonia madagascariensis,31869,Mammalia,Primates,Chiromyiformes,Daubentoniidae,Daubentonia
KJ944213.1,Daubentonia madagascariensis,31869,Mammalia,Primates,Chiromyiformes,Daubentoniidae,Daubentonia
KJ944214.1,Daubentonia madagascariensis,31869,Mammalia,Primates,Chiromyiformes,Daubentoniidae,Daubentonia
KJ944252.1,Daubentonia madagascariensis,31869,Mammalia,Primates,Chiromyiformes,Daubentoniidae,Daubentonia
KJ944253.1,Daubentonia madagascariensis,31869,Mammalia,Primates,Chiromyiformes,Daubentoniidae,Daubentonia
KJ944254.1,Daubentonia madagascariensis,31869,Mammalia,Primates,Chiromyiformes,Daubentoniidae,Daubentonia
KY419886.1,Haematopus ostralegus,31908,Aves,Charadriiformes,NA,Haematopodidae,Haematopus
MH727533.1,Haematopus ostralegus,31908,Aves,Charadriiformes,NA,Haematopodidae,Haematopus
JX564867.1,Heleophryne purcelli,31911,Amphibia,Anura,NA,Heleophrynidae,Heleophryne
KT285171.1,Glossolepis incisus,32458,Actinopteri,Atheriniformes,NA,Melanotaeniidae,Glossolepis
KT594624.1,Xiphophorus couchianus,32473,Actinopteri,Cyprinodontiformes,NA,Poeciliidae,Xiphophorus
MW934558.1,Xiphophorus variatus,32484,Actinopteri,Cyprinodontiformes,NA,Poeciliidae,Xiphophorus
ON797008.1,Xiphophorus variatus,32484,Actinopteri,Cyprinodontiformes,NA,Poeciliidae,Xiphophorus
AP006014.1,Neolamprologus brichardi,32507,Actinopteri,Cichliformes,NA,Cichlidae,Neolamprologus
AP009509.1,Tylochromis polylepis,32513,Actinopteri,Cichliformes,NA,Cichlidae,Tylochromis
MZ014625.1,Geomys breviceps,32529,Mammalia,Rodentia,NA,Geomyidae,Geomys
MZ014626.1,Geomys breviceps,32529,Mammalia,Rodentia,NA,Geomyidae,Geomys
MZ014627.1,Geomys breviceps,32529,Mammalia,Rodentia,NA,Geomyidae,Geomys
MZ014628.1,Geomys breviceps,32529,Mammalia,Rodentia,NA,Geomyidae,Geomys
MZ433371.1,Canis simensis,32534,Mammalia,Carnivora,NA,Canidae,Canis
MK482344.1,Canis simensis,32534,Mammalia,Carnivora,NA,Canidae,Canis
MT793779.1,Canis simensis,32534,Mammalia,Carnivora,NA,Canidae,Canis
AF344830.1,Acinonyx jubatus,32536,Mammalia,Carnivora,NA,Felidae,Acinonyx
AY463959.1,Acinonyx jubatus,32536,Mammalia,Carnivora,NA,Felidae,Acinonyx
KP202271.1,Acinonyx jubatus,32536,Mammalia,Carnivora,NA,Felidae,Acinonyx
KR132579.1,Acinonyx jubatus,32536,Mammalia,Carnivora,NA,Felidae,Acinonyx
CM050222.1,Acinonyx jubatus,32536,Mammalia,Carnivora,NA,Felidae,Acinonyx
KP202284.1,Leopardus pardalis,32538,Mammalia,Carnivora,NA,Felidae,Leopardus
KR132582.1,Leopardus pardalis,32538,Mammalia,Carnivora,NA,Felidae,Leopardus
MW257208.1,Leopardus pardalis,32538,Mammalia,Carnivora,NA,Felidae,Leopardus
KJ868107.1,Dasycercus cristicauda,32542,Mammalia,Dasyuromorphia,NA,Dasyuridae,Dasycercus
MT762173.1,Dasycercus cristicauda,32542,Mammalia,Dasyuromorphia,NA,Dasyuridae,Dasycercus
KJ868109.1,Dasyuroides byrnei,32544,Mammalia,Dasyuromorphia,NA,Dasyuridae,Dasyuroides
MT663338.1,Dasyurus spartacus,32546,Mammalia,Dasyuromorphia,NA,Dasyuridae,Dasyurus
KJ868130.1,Neophascogale lorentzii,32551,Mammalia,Dasyuromorphia,NA,Dasyuridae,Neophascogale
KJ868131.1,Ningaui ridei,32553,Mammalia,Dasyuromorphia,NA,Dasyuridae,Ningaui
KJ868147.1,Planigale gilesi,32556,Mammalia,Dasyuromorphia,NA,Dasyuridae,Planigale
KP013093.1,Melanotaenia splendida,33519,Actinopteri,Atheriniformes,NA,Melanotaeniidae,Melanotaenia
MW300328.1,Fundulus zebrinus,33521,Actinopteri,Cyprinodontiformes,NA,Fundulidae,Fundulus
MW300329.1,Fundulus zebrinus,33521,Actinopteri,Cyprinodontiformes,NA,Fundulidae,Fundulus
AP004422.1,Gambusia affinis,33528,Actinopteri,Cyprinodontiformes,NA,Poeciliidae,Gambusia
MN115760.1,Gambusia affinis,33528,Actinopteri,Cyprinodontiformes,NA,Poeciliidae,Gambusia
OL457416.1,Gambusia affinis,33528,Actinopteri,Cyprinodontiformes,NA,Poeciliidae,Gambusia
OL825609.1,Gambusia affinis,33528,Actinopteri,Cyprinodontiformes,NA,Poeciliidae,Gambusia
AP012079.1,Luxilus chrysocephalus,33536,Actinopteri,Cypriniformes,NA,Leuciscidae,Luxilus
AP012090.1,Luxilus cornutus,33539,Actinopteri,Cypriniformes,NA,Leuciscidae,Luxilus
MG570447.1,Luxilus cornutus,33539,Actinopteri,Cypriniformes,NA,Leuciscidae,Luxilus
MG570449.1,Luxilus cornutus,33539,Actinopteri,Cypriniformes,NA,Leuciscidae,Luxilus
MT667242.1,Luxilus cornutus,33539,Actinopteri,Cypriniformes,NA,Leuciscidae,Luxilus
KF188424.1,Clarias fuscus,33541,Actinopteri,Siluriformes,NA,Clariidae,Clarias
KJ819540.1,Clarias fuscus,33541,Actinopteri,Siluriformes,NA,Clariidae,Clarias
KM029965.1,Clarias fuscus,33541,Actinopteri,Siluriformes,NA,Clariidae,Clarias
AJ639865.1,Zaglossus bruijni,33543,Mammalia,Monotremata,NA,Tachyglossidae,Zaglossus
AY863427.1,Colobus guereza,33548,Mammalia,Primates,Simiiformes,Cercopithecidae,Colobus
AP006466.1,Balaenoptera bonaerensis,33556,Mammalia,Artiodactyla,Cetacea,Balaenopteridae,Balaenoptera
AJ508399.1,Rhyncholestes raphanurus,33559,Mammalia,Paucituberculata,NA,Caenolestidae,Rhyncholestes
KJ868108.1,Dasykaluta rosamondae,33560,Mammalia,Dasyuromorphia,NA,Dasyuridae,Dasykaluta
AJ508402.2,Dromiciops gliroides,33562,Mammalia,Microbiotheria,NA,Microbiotheriidae,Dromiciops
CM033468.1,Dromiciops gliroides,33562,Mammalia,Microbiotheria,NA,Microbiotheriidae,Dromiciops
OP115973.1,Graptemys ouachitensis,33570,NA,Testudines,NA,Emydidae,Graptemys
MN356281.1,Scopus umbretta,33581,Aves,Ciconiiformes,NA,Scopidae,Scopus
GU071053.1,Balaeniceps rex,33584,Aves,Ciconiiformes,NA,Balaenicipitidae,Balaeniceps
MN356324.1,Balaeniceps rex,33584,Aves,Ciconiiformes,NA,Balaenicipitidae,Balaeniceps
MZ337602.1,Balaeniceps rex,33584,Aves,Ciconiiformes,NA,Balaenicipitidae,Balaeniceps
MN356290.1,Crotophaga sulcirostris,33598,Aves,Cuculiformes,NA,Crotophagidae,Crotophaga
MN356301.1,Piaya cayana,33601,Aves,Cuculiformes,NA,Coccyzidae,Piaya
MN720441.1,Cathartes burrovianus,33612,Aves,Accipitriformes,NA,Cathartidae,Cathartes
MN720440.1,Coragyps atratus,33614,Aves,Accipitriformes,NA,Cathartidae,Coragyps
MF924390.1,Channa gachua,33790,Actinopteri,Anabantiformes,NA,Channidae,Channa
MK371068.1,Channa gachua,33790,Actinopteri,Anabantiformes,NA,Channidae,Channa
MN602076.1,Rhizoprionodon acutus,34770,Chondrichthyes,Carcharhiniformes,NA,Carcharhinidae,Rhizoprionodon
DQ536423.1,Lepisosteus osseus,34771,Actinopteri,Semionotiformes,NA,Lepisosteidae,Lepisosteus
MK771833.1,Lepisosteus osseus,34771,Actinopteri,Semionotiformes,NA,Lepisosteidae,Lepisosteus
HQ331537.1,Alosa sapidissima,34773,Actinopteri,Clupeiformes,NA,Clupeidae,Alosa
KY769128.1,Alosa sapidissima,34773,Actinopteri,Clupeiformes,NA,Clupeidae,Alosa
MG570422.1,Alosa sapidissima,34773,Actinopteri,Clupeiformes,NA,Clupeidae,Alosa
MG570434.1,Alosa sapidissima,34773,Actinopteri,Clupeiformes,NA,Clupeidae,Alosa
OL457430.1,Alosa sapidissima,34773,Actinopteri,Clupeiformes,NA,Clupeidae,Alosa
OL471032.1,Alosa sapidissima,34773,Actinopteri,Clupeiformes,NA,Clupeidae,Alosa
AP009132.1,Alosa pseudoharengus,34774,Actinopteri,Clupeiformes,NA,Clupeidae,Alosa
MG570421.1,Alosa pseudoharengus,34774,Actinopteri,Clupeiformes,NA,Clupeidae,Alosa
MG570439.1,Alosa pseudoharengus,34774,Actinopteri,Clupeiformes,NA,Clupeidae,Alosa
MG570440.1,Alosa pseudoharengus,34774,Actinopteri,Clupeiformes,NA,Clupeidae,Alosa
MK771830.1,Alosa pseudoharengus,34774,Actinopteri,Clupeiformes,NA,Clupeidae,Alosa
OM736808.1,Alosa pseudoharengus,34774,Actinopteri,Clupeiformes,NA,Clupeidae,Alosa
OM736825.1,Alosa pseudoharengus,34774,Actinopteri,Clupeiformes,NA,Clupeidae,Alosa
OM736862.1,Alosa pseudoharengus,34774,Actinopteri,Clupeiformes,NA,Clupeidae,Alosa
MZ286764.1,Fundulus dispar,34778,Actinopteri,Cyprinodontiformes,NA,Fundulidae,Fundulus
FJ445396.1,Fundulus grandis,34779,Actinopteri,Cyprinodontiformes,NA,Fundulidae,Fundulus
FJ445397.1,Fundulus grandis,34779,Actinopteri,Cyprinodontiformes,NA,Fundulidae,Fundulus
MW033979.1,Fundulus lima,34780,Actinopteri,Cyprinodontiformes,NA,Fundulidae,Fundulus
KP013106.1,Fundulus notatus,34781,Actinopteri,Cyprinodontiformes,NA,Fundulidae,Fundulus
AP006776.1,Fundulus olivaceus,34782,Actinopteri,Cyprinodontiformes,NA,Fundulidae,Fundulus
MN122938.1,Callionymus lyra,34785,Actinopteri,Syngnathiformes,NA,Callionymidae,Callionymus
CM036584.1,Tautogolabrus adspersus,34787,Actinopteri,Labriformes,NA,Labridae,Tautogolabrus
DQ526431.1,Chionodraco rastrospinosus,34790,Actinopteri,Perciformes,NA,Channichthyidae,Chionodraco
MF622064.1,Chionodraco rastrospinosus,34790,Actinopteri,Perciformes,NA,Channichthyidae,Chionodraco
OP930818.1,Neolamprologus brevis,34800,Actinopteri,Cichliformes,NA,Cichlidae,Neolamprologus
OP930816.1,Neolamprologus caudopunctatus,34802,Actinopteri,Cichliformes,NA,Cichlidae,Neolamprologus
AB355908.1,Coryphaena hippurus,34814,Actinopteri,Carangiformes,NA,Coryphaenidae,Coryphaena
KF719178.1,Coryphaena hippurus,34814,Actinopteri,Carangiformes,NA,Coryphaenidae,Coryphaena
KF814117.1,Coryphaena hippurus,34814,Actinopteri,Carangiformes,NA,Coryphaenidae,Coryphaena
MH576915.1,Coryphaena hippurus,34814,Actinopteri,Carangiformes,NA,Coryphaenidae,Coryphaena
HM447585.1,Morone saxatilis,34816,Actinopteri,NA,NA,Moronidae,Morone
OM736848.1,Morone saxatilis,34816,Actinopteri,NA,NA,Moronidae,Morone
MN122825.1,Hippoglossoides platessoides,34817,Actinopteri,Pleuronectiformes,NA,Pleuronectidae,Hippoglossoides
MT410908.1,Glyptocephalus cynoglossus,34819,Actinopteri,Pleuronectiformes,NA,Pleuronectidae,Glyptocephalus
KT445269.1,Propithecus verreauxi,34825,Mammalia,Primates,Lemuriformes,Indriidae,Propithecus
OM650031.1,Propithecus verreauxi,34825,Mammalia,Primates,Lemuriformes,Indriidae,Propithecus
OM650032.1,Propithecus verreauxi,34825,Mammalia,Primates,Lemuriformes,Indriidae,Propithecus
OM650033.1,Propithecus verreauxi,34825,Mammalia,Primates,Lemuriformes,Indriidae,Propithecus
OM650034.1,Propithecus verreauxi,34825,Mammalia,Primates,Lemuriformes,Indriidae,Propithecus
OM650035.1,Propithecus verreauxi,34825,Mammalia,Primates,Lemuriformes,Indriidae,Propithecus
OM650036.1,Propithecus verreauxi,34825,Mammalia,Primates,Lemuriformes,Indriidae,Propithecus
OM650037.1,Propithecus verreauxi,34825,Mammalia,Primates,Lemuriformes,Indriidae,Propithecus
OM650038.1,Propithecus verreauxi,34825,Mammalia,Primates,Lemuriformes,Indriidae,Propithecus
OM650039.1,Propithecus verreauxi,34825,Mammalia,Primates,Lemuriformes,Indriidae,Propithecus
OM650040.1,Propithecus verreauxi,34825,Mammalia,Primates,Lemuriformes,Indriidae,Propithecus
OM650041.1,Propithecus verreauxi,34825,Mammalia,Primates,Lemuriformes,Indriidae,Propithecus
OM650042.1,Propithecus verreauxi,34825,Mammalia,Primates,Lemuriformes,Indriidae,Propithecus
OM650043.1,Propithecus verreauxi,34825,Mammalia,Primates,Lemuriformes,Indriidae,Propithecus
OM650044.1,Propithecus verreauxi,34825,Mammalia,Primates,Lemuriformes,Indriidae,Propithecus
OM650045.1,Propithecus verreauxi,34825,Mammalia,Primates,Lemuriformes,Indriidae,Propithecus
OM650046.1,Propithecus verreauxi,34825,Mammalia,Primates,Lemuriformes,Indriidae,Propithecus
OM650047.1,Propithecus verreauxi,34825,Mammalia,Primates,Lemuriformes,Indriidae,Propithecus
OM650048.1,Propithecus verreauxi,34825,Mammalia,Primates,Lemuriformes,Indriidae,Propithecus
OM650049.1,Propithecus verreauxi,34825,Mammalia,Primates,Lemuriformes,Indriidae,Propithecus
OM650050.1,Propithecus verreauxi,34825,Mammalia,Primates,Lemuriformes,Indriidae,Propithecus
OM650051.1,Propithecus verreauxi,34825,Mammalia,Primates,Lemuriformes,Indriidae,Propithecus
OM650052.1,Propithecus verreauxi,34825,Mammalia,Primates,Lemuriformes,Indriidae,Propithecus
OM650053.1,Propithecus verreauxi,34825,Mammalia,Primates,Lemuriformes,Indriidae,Propithecus
OM650054.1,Propithecus verreauxi,34825,Mammalia,Primates,Lemuriformes,Indriidae,Propithecus
OM650055.1,Propithecus verreauxi,34825,Mammalia,Primates,Lemuriformes,Indriidae,Propithecus
OM650056.1,Propithecus verreauxi,34825,Mammalia,Primates,Lemuriformes,Indriidae,Propithecus
OM650057.1,Propithecus verreauxi,34825,Mammalia,Primates,Lemuriformes,Indriidae,Propithecus
OM650058.1,Propithecus verreauxi,34825,Mammalia,Primates,Lemuriformes,Indriidae,Propithecus
OM650059.1,Propithecus verreauxi,34825,Mammalia,Primates,Lemuriformes,Indriidae,Propithecus
OM650060.1,Propithecus verreauxi,34825,Mammalia,Primates,Lemuriformes,Indriidae,Propithecus
OM650061.1,Propithecus verreauxi,34825,Mammalia,Primates,Lemuriformes,Indriidae,Propithecus
OM650062.1,Propithecus verreauxi,34825,Mammalia,Primates,Lemuriformes,Indriidae,Propithecus
OM650063.1,Propithecus verreauxi,34825,Mammalia,Primates,Lemuriformes,Indriidae,Propithecus
OM650064.1,Propithecus verreauxi,34825,Mammalia,Primates,Lemuriformes,Indriidae,Propithecus
OM650065.1,Propithecus verreauxi,34825,Mammalia,Primates,Lemuriformes,Indriidae,Propithecus
OM650066.1,Propithecus verreauxi,34825,Mammalia,Primates,Lemuriformes,Indriidae,Propithecus
