accession_id,species,tax_id,class,order,infraorder,family,genus
AY684273.2,Bos grunniens,30521,Mammalia,Artiodactyla,Pecora,Bovidae,Bos
EF494177.1,Bos grunniens,30521,Mammalia,Artiodactyla,Pecora,Bovidae,Bos
EF494179.1,Bos grunniens,30521,Mammalia,Artiodactyla,Pecora,Bovidae,Bos
GQ464246.1,Bos grunniens,30521,Mammalia,Artiodactyla,Pecora,Bovidae,Bos
GQ464247.1,Bos grunniens,30521,Mammalia,Artiodactyla,Pecora,Bovidae,Bos
GQ464248.1,Bos grunniens,30521,Mammalia,Artiodactyla,Pecora,Bovidae,Bos
GQ464250.1,Bos grunniens,30521,Mammalia,Artiodactyla,Pecora,Bovidae,Bos
GQ464251.1,Bos grunniens,30521,Mammalia,Artiodactyla,Pecora,Bovidae,Bos
GQ464252.1,Bos grunniens,30521,Mammalia,Artiodactyla,Pecora,Bovidae,Bos
GQ464253.1,Bos grunniens,30521,Mammalia,Artiodactyla,Pecora,Bovidae,Bos
GQ464254.1,Bos grunniens,30521,Mammalia,Artiodactyla,Pecora,Bovidae,Bos
GQ464255.1,Bos grunniens,30521,Mammalia,Artiodactyla,Pecora,Bovidae,Bos
GQ464256.1,Bos grunniens,30521,Mammalia,Artiodactyla,Pecora,Bovidae,Bos
GQ464257.1,Bos grunniens,30521,Mammalia,Artiodactyla,Pecora,Bovidae,Bos
GQ464260.1,Bos grunniens,30521,Mammalia,Artiodactyla,Pecora,Bovidae,Bos
GQ464261.1,Bos grunniens,30521,Mammalia,Artiodactyla,Pecora,Bovidae,Bos
GQ464262.1,Bos grunniens,30521,Mammalia,Artiodactyla,Pecora,Bovidae,Bos
GQ464263.1,Bos grunniens,30521,Mammalia,Artiodactyla,Pecora,Bovidae,Bos
GQ464265.1,Bos grunniens,30521,Mammalia,Artiodactyla,Pecora,Bovidae,Bos
GQ464266.1,Bos grunniens,30521,Mammalia,Artiodactyla,Pecora,Bovidae,Bos
GQ464267.1,Bos grunniens,30521,Mammalia,Artiodactyla,Pecora,Bovidae,Bos
GQ464268.1,Bos grunniens,30521,Mammalia,Artiodactyla,Pecora,Bovidae,Bos
GQ464269.1,Bos grunniens,30521,Mammalia,Artiodactyla,Pecora,Bovidae,Bos
GQ464270.1,Bos grunniens,30521,Mammalia,Artiodactyla,Pecora,Bovidae,Bos
GQ464271.1,Bos grunniens,30521,Mammalia,Artiodactyla,Pecora,Bovidae,Bos
GQ464272.1,Bos grunniens,30521,Mammalia,Artiodactyla,Pecora,Bovidae,Bos
GQ464273.1,Bos grunniens,30521,Mammalia,Artiodactyla,Pecora,Bovidae,Bos
GQ464274.1,Bos grunniens,30521,Mammalia,Artiodactyla,Pecora,Bovidae,Bos
GQ464275.1,Bos grunniens,30521,Mammalia,Artiodactyla,Pecora,Bovidae,Bos
GQ464277.1,Bos grunniens,30521,Mammalia,Artiodactyla,Pecora,Bovidae,Bos
GQ464279.1,Bos grunniens,30521,Mammalia,Artiodactyla,Pecora,Bovidae,Bos
GQ464280.1,Bos grunniens,30521,Mammalia,Artiodactyla,Pecora,Bovidae,Bos
GQ464281.1,Bos grunniens,30521,Mammalia,Artiodactyla,Pecora,Bovidae,Bos
GQ464282.1,Bos grunniens,30521,Mammalia,Artiodactyla,Pecora,Bovidae,Bos
GQ464283.1,Bos grunniens,30521,Mammalia,Artiodactyla,Pecora,Bovidae,Bos
GQ464284.1,Bos grunniens,30521,Mammalia,Artiodactyla,Pecora,Bovidae,Bos
GQ464285.1,Bos grunniens,30521,Mammalia,Artiodactyla,Pecora,Bovidae,Bos
GQ464287.1,Bos grunniens,30521,Mammalia,Artiodactyla,Pecora,Bovidae,Bos
GQ464288.1,Bos grunniens,30521,Mammalia,Artiodactyla,Pecora,Bovidae,Bos
GQ464289.1,Bos grunniens,30521,Mammalia,Artiodactyla,Pecora,Bovidae,Bos
GQ464290.1,Bos grunniens,30521,Mammalia,Artiodactyla,Pecora,Bovidae,Bos
GQ464291.1,Bos grunniens,30521,Mammalia,Artiodactyla,Pecora,Bovidae,Bos
GQ464293.1,Bos grunniens,30521,Mammalia,Artiodactyla,Pecora,Bovidae,Bos
GQ464295.1,Bos grunniens,30521,Mammalia,Artiodactyla,Pecora,Bovidae,Bos
GQ464296.1,Bos grunniens,30521,Mammalia,Artiodactyla,Pecora,Bovidae,Bos
GQ464297.1,Bos grunniens,30521,Mammalia,Artiodactyla,Pecora,Bovidae,Bos
GQ464301.1,Bos grunniens,30521,Mammalia,Artiodactyla,Pecora,Bovidae,Bos
GQ464302.1,Bos grunniens,30521,Mammalia,Artiodactyla,Pecora,Bovidae,Bos
GQ464303.1,Bos grunniens,30521,Mammalia,Artiodactyla,Pecora,Bovidae,Bos
GQ464304.1,Bos grunniens,30521,Mammalia,Artiodactyla,Pecora,Bovidae,Bos
GQ464305.1,Bos grunniens,30521,Mammalia,Artiodactyla,Pecora,Bovidae,Bos
GQ464306.1,Bos grunniens,30521,Mammalia,Artiodactyla,Pecora,Bovidae,Bos
GQ464307.1,Bos grunniens,30521,Mammalia,Artiodactyla,Pecora,Bovidae,Bos
GQ464308.1,Bos grunniens,30521,Mammalia,Artiodactyla,Pecora,Bovidae,Bos
GQ464309.1,Bos grunniens,30521,Mammalia,Artiodactyla,Pecora,Bovidae,Bos
GQ464310.1,Bos grunniens,30521,Mammalia,Artiodactyla,Pecora,Bovidae,Bos
GQ464311.1,Bos grunniens,30521,Mammalia,Artiodactyla,Pecora,Bovidae,Bos
GQ464312.1,Bos grunniens,30521,Mammalia,Artiodactyla,Pecora,Bovidae,Bos
GQ464314.1,Bos grunniens,30521,Mammalia,Artiodactyla,Pecora,Bovidae,Bos
JQ692071.1,Bos grunniens,30521,Mammalia,Artiodactyla,Pecora,Bovidae,Bos
JQ437480.1,Bos grunniens,30521,Mammalia,Artiodactyla,Pecora,Bovidae,Bos
JQ846020.1,Bos grunniens,30521,Mammalia,Artiodactyla,Pecora,Bovidae,Bos
JQ846021.1,Bos grunniens,30521,Mammalia,Artiodactyla,Pecora,Bovidae,Bos
JQ846022.1,Bos grunniens,30521,Mammalia,Artiodactyla,Pecora,Bovidae,Bos
KJ704989.1,Bos grunniens,30521,Mammalia,Artiodactyla,Pecora,Bovidae,Bos
KM658599.1,Bos grunniens,30521,Mammalia,Artiodactyla,Pecora,Bovidae,Bos
KR052524.1,Bos grunniens,30521,Mammalia,Artiodactyla,Pecora,Bovidae,Bos
KR011113.1,Bos grunniens,30521,Mammalia,Artiodactyla,Pecora,Bovidae,Bos
KU891851.1,Bos grunniens,30521,Mammalia,Artiodactyla,Pecora,Bovidae,Bos
KX232521.1,Bos grunniens,30521,Mammalia,Artiodactyla,Pecora,Bovidae,Bos
KX232522.1,Bos grunniens,30521,Mammalia,Artiodactyla,Pecora,Bovidae,Bos
KX232524.1,Bos grunniens,30521,Mammalia,Artiodactyla,Pecora,Bovidae,Bos
KX232525.1,Bos grunniens,30521,Mammalia,Artiodactyla,Pecora,Bovidae,Bos
KX232526.1,Bos grunniens,30521,Mammalia,Artiodactyla,Pecora,Bovidae,Bos
KX232527.1,Bos grunniens,30521,Mammalia,Artiodactyla,Pecora,Bovidae,Bos
MG837551.1,Bos grunniens,30521,Mammalia,Artiodactyla,Pecora,Bovidae,Bos
MH921427.1,Bos grunniens,30521,Mammalia,Artiodactyla,Pecora,Bovidae,Bos
MK124955.1,Bos grunniens,30521,Mammalia,Artiodactyla,Pecora,Bovidae,Bos
MK124956.1,Bos grunniens,30521,Mammalia,Artiodactyla,Pecora,Bovidae,Bos
MN163006.1,Bos grunniens,30521,Mammalia,Artiodactyla,Pecora,Bovidae,Bos
MN398192.1,Bos grunniens,30521,Mammalia,Artiodactyla,Pecora,Bovidae,Bos
MK922355.1,Bos grunniens,30521,Mammalia,Artiodactyla,Pecora,Bovidae,Bos
MK922356.1,Bos grunniens,30521,Mammalia,Artiodactyla,Pecora,Bovidae,Bos
MK704512.1,Bos grunniens,30521,Mammalia,Artiodactyla,Pecora,Bovidae,Bos
MN319467.1,Bos grunniens,30521,Mammalia,Artiodactyla,Pecora,Bovidae,Bos
MK796240.1,Bos grunniens,30521,Mammalia,Artiodactyla,Pecora,Bovidae,Bos
MN175233.1,Bos grunniens,30521,Mammalia,Artiodactyla,Pecora,Bovidae,Bos
MN176980.1,Bos grunniens,30521,Mammalia,Artiodactyla,Pecora,Bovidae,Bos
MT649465.1,Bos grunniens,30521,Mammalia,Artiodactyla,Pecora,Bovidae,Bos
MT649466.1,Bos grunniens,30521,Mammalia,Artiodactyla,Pecora,Bovidae,Bos
MT162465.1,Bos grunniens,30521,Mammalia,Artiodactyla,Pecora,Bovidae,Bos
MT916767.1,Bos grunniens,30521,Mammalia,Artiodactyla,Pecora,Bovidae,Bos
MW414100.1,Bos grunniens,30521,Mammalia,Artiodactyla,Pecora,Bovidae,Bos
MW414101.1,Bos grunniens,30521,Mammalia,Artiodactyla,Pecora,Bovidae,Bos
MW414102.1,Bos grunniens,30521,Mammalia,Artiodactyla,Pecora,Bovidae,Bos
MW414103.1,Bos grunniens,30521,Mammalia,Artiodactyla,Pecora,Bovidae,Bos
MW414104.1,Bos grunniens,30521,Mammalia,Artiodactyla,Pecora,Bovidae,Bos
MW414105.1,Bos grunniens,30521,Mammalia,Artiodactyla,Pecora,Bovidae,Bos
MW414106.1,Bos grunniens,30521,Mammalia,Artiodactyla,Pecora,Bovidae,Bos
MW414107.1,Bos grunniens,30521,Mammalia,Artiodactyla,Pecora,Bovidae,Bos
MW414108.1,Bos grunniens,30521,Mammalia,Artiodactyla,Pecora,Bovidae,Bos
MW414109.1,Bos grunniens,30521,Mammalia,Artiodactyla,Pecora,Bovidae,Bos
MW414110.1,Bos grunniens,30521,Mammalia,Artiodactyla,Pecora,Bovidae,Bos
MW414111.1,Bos grunniens,30521,Mammalia,Artiodactyla,Pecora,Bovidae,Bos
MW414112.1,Bos grunniens,30521,Mammalia,Artiodactyla,Pecora,Bovidae,Bos
MW414113.1,Bos grunniens,30521,Mammalia,Artiodactyla,Pecora,Bovidae,Bos
MW414114.1,Bos grunniens,30521,Mammalia,Artiodactyla,Pecora,Bovidae,Bos
MW414115.1,Bos grunniens,30521,Mammalia,Artiodactyla,Pecora,Bovidae,Bos
MW414116.1,Bos grunniens,30521,Mammalia,Artiodactyla,Pecora,Bovidae,Bos
MW414117.1,Bos grunniens,30521,Mammalia,Artiodactyla,Pecora,Bovidae,Bos
MW414118.1,Bos grunniens,30521,Mammalia,Artiodactyla,Pecora,Bovidae,Bos
MW414119.1,Bos grunniens,30521,Mammalia,Artiodactyla,Pecora,Bovidae,Bos
MW414120.1,Bos grunniens,30521,Mammalia,Artiodactyla,Pecora,Bovidae,Bos
MW414121.1,Bos grunniens,30521,Mammalia,Artiodactyla,Pecora,Bovidae,Bos
MW414122.1,Bos grunniens,30521,Mammalia,Artiodactyla,Pecora,Bovidae,Bos
MW414123.1,Bos grunniens,30521,Mammalia,Artiodactyla,Pecora,Bovidae,Bos
MW414124.1,Bos grunniens,30521,Mammalia,Artiodactyla,Pecora,Bovidae,Bos
MW414125.1,Bos grunniens,30521,Mammalia,Artiodactyla,Pecora,Bovidae,Bos
MW414126.1,Bos grunniens,30521,Mammalia,Artiodactyla,Pecora,Bovidae,Bos
MW414127.1,Bos grunniens,30521,Mammalia,Artiodactyla,Pecora,Bovidae,Bos
MW414128.1,Bos grunniens,30521,Mammalia,Artiodactyla,Pecora,Bovidae,Bos
MW414129.1,Bos grunniens,30521,Mammalia,Artiodactyla,Pecora,Bovidae,Bos
MW414131.1,Bos grunniens,30521,Mammalia,Artiodactyla,Pecora,Bovidae,Bos
MW414132.1,Bos grunniens,30521,Mammalia,Artiodactyla,Pecora,Bovidae,Bos
MW414133.1,Bos grunniens,30521,Mammalia,Artiodactyla,Pecora,Bovidae,Bos
MW414136.1,Bos grunniens,30521,Mammalia,Artiodactyla,Pecora,Bovidae,Bos
MW414138.1,Bos grunniens,30521,Mammalia,Artiodactyla,Pecora,Bovidae,Bos
MW414139.1,Bos grunniens,30521,Mammalia,Artiodactyla,Pecora,Bovidae,Bos
MW414140.1,Bos grunniens,30521,Mammalia,Artiodactyla,Pecora,Bovidae,Bos
MW414141.1,Bos grunniens,30521,Mammalia,Artiodactyla,Pecora,Bovidae,Bos
MW414142.1,Bos grunniens,30521,Mammalia,Artiodactyla,Pecora,Bovidae,Bos
MW414144.1,Bos grunniens,30521,Mammalia,Artiodactyla,Pecora,Bovidae,Bos
MW414145.1,Bos grunniens,30521,Mammalia,Artiodactyla,Pecora,Bovidae,Bos
MW414146.1,Bos grunniens,30521,Mammalia,Artiodactyla,Pecora,Bovidae,Bos
MW414147.1,Bos grunniens,30521,Mammalia,Artiodactyla,Pecora,Bovidae,Bos
MW414148.1,Bos grunniens,30521,Mammalia,Artiodactyla,Pecora,Bovidae,Bos
MW414150.1,Bos grunniens,30521,Mammalia,Artiodactyla,Pecora,Bovidae,Bos
MW414151.1,Bos grunniens,30521,Mammalia,Artiodactyla,Pecora,Bovidae,Bos
MW414152.1,Bos grunniens,30521,Mammalia,Artiodactyla,Pecora,Bovidae,Bos
MW414154.1,Bos grunniens,30521,Mammalia,Artiodactyla,Pecora,Bovidae,Bos
MW414155.1,Bos grunniens,30521,Mammalia,Artiodactyla,Pecora,Bovidae,Bos
MW414156.1,Bos grunniens,30521,Mammalia,Artiodactyla,Pecora,Bovidae,Bos
MW414157.1,Bos grunniens,30521,Mammalia,Artiodactyla,Pecora,Bovidae,Bos
MW414158.1,Bos grunniens,30521,Mammalia,Artiodactyla,Pecora,Bovidae,Bos
MW414159.1,Bos grunniens,30521,Mammalia,Artiodactyla,Pecora,Bovidae,Bos
MW414160.1,Bos grunniens,30521,Mammalia,Artiodactyla,Pecora,Bovidae,Bos
MW414161.1,Bos grunniens,30521,Mammalia,Artiodactyla,Pecora,Bovidae,Bos
MW414162.1,Bos grunniens,30521,Mammalia,Artiodactyla,Pecora,Bovidae,Bos
MW414163.1,Bos grunniens,30521,Mammalia,Artiodactyla,Pecora,Bovidae,Bos
MW414165.1,Bos grunniens,30521,Mammalia,Artiodactyla,Pecora,Bovidae,Bos
MW414166.1,Bos grunniens,30521,Mammalia,Artiodactyla,Pecora,Bovidae,Bos
MW414167.1,Bos grunniens,30521,Mammalia,Artiodactyla,Pecora,Bovidae,Bos
MW414168.1,Bos grunniens,30521,Mammalia,Artiodactyla,Pecora,Bovidae,Bos
MW414169.1,Bos grunniens,30521,Mammalia,Artiodactyla,Pecora,Bovidae,Bos
MW414170.1,Bos grunniens,30521,Mammalia,Artiodactyla,Pecora,Bovidae,Bos
MW414171.1,Bos grunniens,30521,Mammalia,Artiodactyla,Pecora,Bovidae,Bos
MW414172.1,Bos grunniens,30521,Mammalia,Artiodactyla,Pecora,Bovidae,Bos
MW414173.1,Bos grunniens,30521,Mammalia,Artiodactyla,Pecora,Bovidae,Bos
MW414174.1,Bos grunniens,30521,Mammalia,Artiodactyla,Pecora,Bovidae,Bos
MW414175.1,Bos grunniens,30521,Mammalia,Artiodactyla,Pecora,Bovidae,Bos
MW414176.1,Bos grunniens,30521,Mammalia,Artiodactyla,Pecora,Bovidae,Bos
MW414177.1,Bos grunniens,30521,Mammalia,Artiodactyla,Pecora,Bovidae,Bos
MW414178.1,Bos grunniens,30521,Mammalia,Artiodactyla,Pecora,Bovidae,Bos
MW414179.1,Bos grunniens,30521,Mammalia,Artiodactyla,Pecora,Bovidae,Bos
MW414180.1,Bos grunniens,30521,Mammalia,Artiodactyla,Pecora,Bovidae,Bos
MW414181.1,Bos grunniens,30521,Mammalia,Artiodactyla,Pecora,Bovidae,Bos
MW414182.1,Bos grunniens,30521,Mammalia,Artiodactyla,Pecora,Bovidae,Bos
MW414183.1,Bos grunniens,30521,Mammalia,Artiodactyla,Pecora,Bovidae,Bos
MW414185.1,Bos grunniens,30521,Mammalia,Artiodactyla,Pecora,Bovidae,Bos
MW414186.1,Bos grunniens,30521,Mammalia,Artiodactyla,Pecora,Bovidae,Bos
MW414187.1,Bos grunniens,30521,Mammalia,Artiodactyla,Pecora,Bovidae,Bos
MW414188.1,Bos grunniens,30521,Mammalia,Artiodactyla,Pecora,Bovidae,Bos
MW414189.1,Bos grunniens,30521,Mammalia,Artiodactyla,Pecora,Bovidae,Bos
MW414190.1,Bos grunniens,30521,Mammalia,Artiodactyla,Pecora,Bovidae,Bos
MW414191.1,Bos grunniens,30521,Mammalia,Artiodactyla,Pecora,Bovidae,Bos
MW414192.1,Bos grunniens,30521,Mammalia,Artiodactyla,Pecora,Bovidae,Bos
MW414193.1,Bos grunniens,30521,Mammalia,Artiodactyla,Pecora,Bovidae,Bos
MW414194.1,Bos grunniens,30521,Mammalia,Artiodactyla,Pecora,Bovidae,Bos
MW414195.1,Bos grunniens,30521,Mammalia,Artiodactyla,Pecora,Bovidae,Bos
MW414196.1,Bos grunniens,30521,Mammalia,Artiodactyla,Pecora,Bovidae,Bos
MW414197.1,Bos grunniens,30521,Mammalia,Artiodactyla,Pecora,Bovidae,Bos
MW414198.1,Bos grunniens,30521,Mammalia,Artiodactyla,Pecora,Bovidae,Bos
MW414199.1,Bos grunniens,30521,Mammalia,Artiodactyla,Pecora,Bovidae,Bos
MW414200.1,Bos grunniens,30521,Mammalia,Artiodactyla,Pecora,Bovidae,Bos
MW414201.1,Bos grunniens,30521,Mammalia,Artiodactyla,Pecora,Bovidae,Bos
MW414202.1,Bos grunniens,30521,Mammalia,Artiodactyla,Pecora,Bovidae,Bos
MW414203.1,Bos grunniens,30521,Mammalia,Artiodactyla,Pecora,Bovidae,Bos
MW414204.1,Bos grunniens,30521,Mammalia,Artiodactyla,Pecora,Bovidae,Bos
MW414205.1,Bos grunniens,30521,Mammalia,Artiodactyla,Pecora,Bovidae,Bos
MW414206.1,Bos grunniens,30521,Mammalia,Artiodactyla,Pecora,Bovidae,Bos
MW414208.1,Bos grunniens,30521,Mammalia,Artiodactyla,Pecora,Bovidae,Bos
MW414209.1,Bos grunniens,30521,Mammalia,Artiodactyla,Pecora,Bovidae,Bos
MN883671.1,Bos grunniens,30521,Mammalia,Artiodactyla,Pecora,Bovidae,Bos
MZ313873.1,Bos grunniens,30521,Mammalia,Artiodactyla,Pecora,Bovidae,Bos
OK271109.1,Bos grunniens,30521,Mammalia,Artiodactyla,Pecora,Bovidae,Bos
OK375503.1,Bos grunniens,30521,Mammalia,Artiodactyla,Pecora,Bovidae,Bos
OK375504.1,Bos grunniens,30521,Mammalia,Artiodactyla,Pecora,Bovidae,Bos
OK375505.1,Bos grunniens,30521,Mammalia,Artiodactyla,Pecora,Bovidae,Bos
OK375506.1,Bos grunniens,30521,Mammalia,Artiodactyla,Pecora,Bovidae,Bos
OK375507.1,Bos grunniens,30521,Mammalia,Artiodactyla,Pecora,Bovidae,Bos
OK375509.1,Bos grunniens,30521,Mammalia,Artiodactyla,Pecora,Bovidae,Bos
OK375510.1,Bos grunniens,30521,Mammalia,Artiodactyla,Pecora,Bovidae,Bos
OK375511.1,Bos grunniens,30521,Mammalia,Artiodactyla,Pecora,Bovidae,Bos
OK375512.1,Bos grunniens,30521,Mammalia,Artiodactyla,Pecora,Bovidae,Bos
OK375514.1,Bos grunniens,30521,Mammalia,Artiodactyla,Pecora,Bovidae,Bos
OK375516.1,Bos grunniens,30521,Mammalia,Artiodactyla,Pecora,Bovidae,Bos
OK375517.1,Bos grunniens,30521,Mammalia,Artiodactyla,Pecora,Bovidae,Bos
OK375518.1,Bos grunniens,30521,Mammalia,Artiodactyla,Pecora,Bovidae,Bos
OK375522.1,Bos grunniens,30521,Mammalia,Artiodactyla,Pecora,Bovidae,Bos
OK375523.1,Bos grunniens,30521,Mammalia,Artiodactyla,Pecora,Bovidae,Bos
OK375524.1,Bos grunniens,30521,Mammalia,Artiodactyla,Pecora,Bovidae,Bos
OK375526.1,Bos grunniens,30521,Mammalia,Artiodactyla,Pecora,Bovidae,Bos
OK375527.1,Bos grunniens,30521,Mammalia,Artiodactyla,Pecora,Bovidae,Bos
OK375528.1,Bos grunniens,30521,Mammalia,Artiodactyla,Pecora,Bovidae,Bos
OK375529.1,Bos grunniens,30521,Mammalia,Artiodactyla,Pecora,Bovidae,Bos
OK375531.1,Bos grunniens,30521,Mammalia,Artiodactyla,Pecora,Bovidae,Bos
OK375532.1,Bos grunniens,30521,Mammalia,Artiodactyla,Pecora,Bovidae,Bos
OK375533.1,Bos grunniens,30521,Mammalia,Artiodactyla,Pecora,Bovidae,Bos
OK375534.1,Bos grunniens,30521,Mammalia,Artiodactyla,Pecora,Bovidae,Bos
OK375535.1,Bos grunniens,30521,Mammalia,Artiodactyla,Pecora,Bovidae,Bos
OK375536.1,Bos grunniens,30521,Mammalia,Artiodactyla,Pecora,Bovidae,Bos
OK375537.1,Bos grunniens,30521,Mammalia,Artiodactyla,Pecora,Bovidae,Bos
OK375539.1,Bos grunniens,30521,Mammalia,Artiodactyla,Pecora,Bovidae,Bos
OK375540.1,Bos grunniens,30521,Mammalia,Artiodactyla,Pecora,Bovidae,Bos
OK375541.1,Bos grunniens,30521,Mammalia,Artiodactyla,Pecora,Bovidae,Bos
OK375542.1,Bos grunniens,30521,Mammalia,Artiodactyla,Pecora,Bovidae,Bos
OK375543.1,Bos grunniens,30521,Mammalia,Artiodactyla,Pecora,Bovidae,Bos
OK375544.1,Bos grunniens,30521,Mammalia,Artiodactyla,Pecora,Bovidae,Bos
OK375545.1,Bos grunniens,30521,Mammalia,Artiodactyla,Pecora,Bovidae,Bos
OK375546.1,Bos grunniens,30521,Mammalia,Artiodactyla,Pecora,Bovidae,Bos
OK375547.1,Bos grunniens,30521,Mammalia,Artiodactyla,Pecora,Bovidae,Bos
OK375548.1,Bos grunniens,30521,Mammalia,Artiodactyla,Pecora,Bovidae,Bos
OK375550.1,Bos grunniens,30521,Mammalia,Artiodactyla,Pecora,Bovidae,Bos
OK375551.1,Bos grunniens,30521,Mammalia,Artiodactyla,Pecora,Bovidae,Bos
OK375552.1,Bos grunniens,30521,Mammalia,Artiodactyla,Pecora,Bovidae,Bos
OK375553.1,Bos grunniens,30521,Mammalia,Artiodactyla,Pecora,Bovidae,Bos
OK375554.1,Bos grunniens,30521,Mammalia,Artiodactyla,Pecora,Bovidae,Bos
OK375555.1,Bos grunniens,30521,Mammalia,Artiodactyla,Pecora,Bovidae,Bos
OK375556.1,Bos grunniens,30521,Mammalia,Artiodactyla,Pecora,Bovidae,Bos
OK375557.1,Bos grunniens,30521,Mammalia,Artiodactyla,Pecora,Bovidae,Bos
OK375558.1,Bos grunniens,30521,Mammalia,Artiodactyla,Pecora,Bovidae,Bos
OK375559.1,Bos grunniens,30521,Mammalia,Artiodactyla,Pecora,Bovidae,Bos
OK375560.1,Bos grunniens,30521,Mammalia,Artiodactyla,Pecora,Bovidae,Bos
OK375561.1,Bos grunniens,30521,Mammalia,Artiodactyla,Pecora,Bovidae,Bos
OK375562.1,Bos grunniens,30521,Mammalia,Artiodactyla,Pecora,Bovidae,Bos
OK375564.1,Bos grunniens,30521,Mammalia,Artiodactyla,Pecora,Bovidae,Bos
OK375566.1,Bos grunniens,30521,Mammalia,Artiodactyla,Pecora,Bovidae,Bos
OK375567.1,Bos grunniens,30521,Mammalia,Artiodactyla,Pecora,Bovidae,Bos
OK375568.1,Bos grunniens,30521,Mammalia,Artiodactyla,Pecora,Bovidae,Bos
OK375569.1,Bos grunniens,30521,Mammalia,Artiodactyla,Pecora,Bovidae,Bos
OK375570.1,Bos grunniens,30521,Mammalia,Artiodactyla,Pecora,Bovidae,Bos
OK375571.1,Bos grunniens,30521,Mammalia,Artiodactyla,Pecora,Bovidae,Bos
OK375572.1,Bos grunniens,30521,Mammalia,Artiodactyla,Pecora,Bovidae,Bos
OK375573.1,Bos grunniens,30521,Mammalia,Artiodactyla,Pecora,Bovidae,Bos
OK375574.1,Bos grunniens,30521,Mammalia,Artiodactyla,Pecora,Bovidae,Bos
OK375575.1,Bos grunniens,30521,Mammalia,Artiodactyla,Pecora,Bovidae,Bos
OK375576.1,Bos grunniens,30521,Mammalia,Artiodactyla,Pecora,Bovidae,Bos
OK375577.1,Bos grunniens,30521,Mammalia,Artiodactyla,Pecora,Bovidae,Bos
OK375578.1,Bos grunniens,30521,Mammalia,Artiodactyla,Pecora,Bovidae,Bos
OK375579.1,Bos grunniens,30521,Mammalia,Artiodactyla,Pecora,Bovidae,Bos
OK375580.1,Bos grunniens,30521,Mammalia,Artiodactyla,Pecora,Bovidae,Bos
OK375581.1,Bos grunniens,30521,Mammalia,Artiodactyla,Pecora,Bovidae,Bos
OK375582.1,Bos grunniens,30521,Mammalia,Artiodactyla,Pecora,Bovidae,Bos
OK375583.1,Bos grunniens,30521,Mammalia,Artiodactyla,Pecora,Bovidae,Bos
OK375585.1,Bos grunniens,30521,Mammalia,Artiodactyla,Pecora,Bovidae,Bos
OK375586.1,Bos grunniens,30521,Mammalia,Artiodactyla,Pecora,Bovidae,Bos
OK375587.1,Bos grunniens,30521,Mammalia,Artiodactyla,Pecora,Bovidae,Bos
OK375588.1,Bos grunniens,30521,Mammalia,Artiodactyla,Pecora,Bovidae,Bos
OK375591.1,Bos grunniens,30521,Mammalia,Artiodactyla,Pecora,Bovidae,Bos
OK375592.1,Bos grunniens,30521,Mammalia,Artiodactyla,Pecora,Bovidae,Bos
OK375593.1,Bos grunniens,30521,Mammalia,Artiodactyla,Pecora,Bovidae,Bos
OK375594.1,Bos grunniens,30521,Mammalia,Artiodactyla,Pecora,Bovidae,Bos
OK375596.1,Bos grunniens,30521,Mammalia,Artiodactyla,Pecora,Bovidae,Bos
OK375598.1,Bos grunniens,30521,Mammalia,Artiodactyla,Pecora,Bovidae,Bos
OK375599.1,Bos grunniens,30521,Mammalia,Artiodactyla,Pecora,Bovidae,Bos
OK375600.1,Bos grunniens,30521,Mammalia,Artiodactyla,Pecora,Bovidae,Bos
OK375601.1,Bos grunniens,30521,Mammalia,Artiodactyla,Pecora,Bovidae,Bos
OK375602.1,Bos grunniens,30521,Mammalia,Artiodactyla,Pecora,Bovidae,Bos
OK375603.1,Bos grunniens,30521,Mammalia,Artiodactyla,Pecora,Bovidae,Bos
OK375605.1,Bos grunniens,30521,Mammalia,Artiodactyla,Pecora,Bovidae,Bos
OK375607.1,Bos grunniens,30521,Mammalia,Artiodactyla,Pecora,Bovidae,Bos
OK375609.1,Bos grunniens,30521,Mammalia,Artiodactyla,Pecora,Bovidae,Bos
OK375610.1,Bos grunniens,30521,Mammalia,Artiodactyla,Pecora,Bovidae,Bos
OK375612.1,Bos grunniens,30521,Mammalia,Artiodactyla,Pecora,Bovidae,Bos
OK375613.1,Bos grunniens,30521,Mammalia,Artiodactyla,Pecora,Bovidae,Bos
OK375614.1,Bos grunniens,30521,Mammalia,Artiodactyla,Pecora,Bovidae,Bos
OK375615.1,Bos grunniens,30521,Mammalia,Artiodactyla,Pecora,Bovidae,Bos
OK375616.1,Bos grunniens,30521,Mammalia,Artiodactyla,Pecora,Bovidae,Bos
OK375617.1,Bos grunniens,30521,Mammalia,Artiodactyla,Pecora,Bovidae,Bos
OK375618.1,Bos grunniens,30521,Mammalia,Artiodactyla,Pecora,Bovidae,Bos
OK375619.1,Bos grunniens,30521,Mammalia,Artiodactyla,Pecora,Bovidae,Bos
OK375620.1,Bos grunniens,30521,Mammalia,Artiodactyla,Pecora,Bovidae,Bos
OK375621.1,Bos grunniens,30521,Mammalia,Artiodactyla,Pecora,Bovidae,Bos
OK375622.1,Bos grunniens,30521,Mammalia,Artiodactyla,Pecora,Bovidae,Bos
OK375623.1,Bos grunniens,30521,Mammalia,Artiodactyla,Pecora,Bovidae,Bos
