file                                        format  type  num_seqs    sum_len  min_len  avg_len  max_len   Q1   Q2   Q3  sum_gap  N50  Q20(%)  Q30(%)
S033_FKDL240081149-1A_HCGM3DRX5_L2_1.fq.gz  FASTQ   DNA     14,614  3,653,500      250      250      250  125  250  125        0  250   97.26   92.32
S034_FKDL240081149-1A_HCGM3DRX5_L2_1.fq.gz  FASTQ   DNA     14,900  3,725,000      250      250      250  125  250  125        0  250   97.23    92.2
S035_FKDL240081149-1A_HCGM3DRX5_L2_1.fq.gz  FASTQ   DNA     14,642  3,660,500      250      250      250  125  250  125        0  250   97.15   92.15
S036_FKDL240081149-1A_HCGM3DRX5_L2_1.fq.gz  FASTQ   DNA     14,718  3,679,500      250      250      250  125  250  125        0  250    97.2   92.15
S037_FKDL240081149-1A_HCGM3DRX5_L2_1.fq.gz  FASTQ   DNA     14,630  3,657,500      250      250      250  125  250  125        0  250   97.26   92.29
S038_FKDL240081149-1A_HCGM3DRX5_L2_1.fq.gz  FASTQ   DNA     14,126  3,531,500      250      250      250  125  250  125        0  250    97.2   92.09
S039_FKDL240081149-1A_HCGM3DRX5_L2_1.fq.gz  FASTQ   DNA     14,613  3,653,250      250      250      250  125  250  125        0  250   97.31    92.5
S040_FKDL240081149-1A_HCGM3DRX5_L2_1.fq.gz  FASTQ   DNA         78     19,500      250      250      250  125  250  125        0  250   97.77   93.27
S041_FKDL240081149-1A_HCGM3DRX5_L2_1.fq.gz  FASTQ   DNA         11      2,750      250      250      250  125  250  125        0  250   97.56   93.49
S042_FKDL240081149-1A_HCGM3DRX5_L2_1.fq.gz  FASTQ   DNA     21,908  5,477,000      250      250      250  125  250  125        0  250   97.16   92.17
S043_FKDL240081149-1A_HCGM3DRX5_L2_1.fq.gz  FASTQ   DNA         34      8,500      250      250      250  125  250  125        0  250   97.76   93.22
S044_FKDL240081149-1A_HCGM3DRX5_L2_1.fq.gz  FASTQ   DNA          1        250      250      250      250  125  250  125        0  250    95.6    81.6
S045_FKDL240081149-1A_HCGM3DRX5_L2_1.fq.gz  FASTQ   DNA        526    131,500      250      250      250  125  250  125        0  250   97.59   93.17
S046_FKDL240081149-1A_HCGM3DRX5_L2_1.fq.gz  FASTQ   DNA     21,282  5,320,500      250      250      250  125  250  125        0  250   97.41   92.71
S047_FKDL240081149-1A_HCGM3DRX5_L2_1.fq.gz  FASTQ   DNA          1        250      250      250      250  125  250  125        0  250    96.4    94.4
