"","input","filtered","denoised","merged","tabled","tabled2","nonchim","prop(last/first)"
"T001",258004,243957,243957,241864,241864,241864,241856,0.93741182307251
"T002",218213,207230,207230,205422,205422,205422,205417,0.941360047293241
"T005",1,1,1,1,1,1,1,1
