file                                        format  type  num_seqs     sum_len  min_len  avg_len  max_len   Q1   Q2   Q3  sum_gap  N50  Q20(%)  Q30(%)
S033_FKDL240081149-1A_H7TF5DRX5_L2_1.fq.gz  FASTQ   DNA     37,861   9,465,250      250      250      250  125  250  125        0  250   97.25   92.15
S033_FKDL240081149-1A_H7TF5DRX5_L2_2.fq.gz  FASTQ   DNA     37,861   9,465,250      250      250      250  125  250  125        0  250   96.52   90.56
S034_FKDL240081149-1A_H7TF5DRX5_L2_1.fq.gz  FASTQ   DNA     38,167   9,541,750      250      250      250  125  250  125        0  250   97.11   91.88
S034_FKDL240081149-1A_H7TF5DRX5_L2_2.fq.gz  FASTQ   DNA     38,167   9,541,750      250      250      250  125  250  125        0  250   96.33   90.35
S035_FKDL240081149-1A_H7TF5DRX5_L2_1.fq.gz  FASTQ   DNA     38,004   9,501,000      250      250      250  125  250  125        0  250   97.13   91.95
S035_FKDL240081149-1A_H7TF5DRX5_L2_2.fq.gz  FASTQ   DNA     38,004   9,501,000      250      250      250  125  250  125        0  250   96.38   90.47
S036_FKDL240081149-1A_H7TF5DRX5_L2_1.fq.gz  FASTQ   DNA     36,393   9,098,250      250      250      250  125  250  125        0  250   97.38   92.38
S036_FKDL240081149-1A_H7TF5DRX5_L2_2.fq.gz  FASTQ   DNA     36,393   9,098,250      250      250      250  125  250  125        0  250   96.66   90.84
S037_FKDL240081149-1A_H7TF5DRX5_L2_1.fq.gz  FASTQ   DNA     37,843   9,460,750      250      250      250  125  250  125        0  250    97.2   92.06
S037_FKDL240081149-1A_H7TF5DRX5_L2_2.fq.gz  FASTQ   DNA     37,843   9,460,750      250      250      250  125  250  125        0  250   96.42   90.31
S038_FKDL240081149-1A_H7TF5DRX5_L2_1.fq.gz  FASTQ   DNA     35,848   8,962,000      250      250      250  125  250  125        0  250   97.16   91.97
S038_FKDL240081149-1A_H7TF5DRX5_L2_2.fq.gz  FASTQ   DNA     35,848   8,962,000      250      250      250  125  250  125        0  250   96.34   90.31
S039_FKDL240081149-1A_H7TF5DRX5_L2_1.fq.gz  FASTQ   DNA     37,832   9,458,000      250      250      250  125  250  125        0  250   97.27   92.28
S039_FKDL240081149-1A_H7TF5DRX5_L2_2.fq.gz  FASTQ   DNA     37,832   9,458,000      250      250      250  125  250  125        0  250   96.56   90.82
S040_FKDL240081149-1A_H7TF5DRX5_L2_1.fq.gz  FASTQ   DNA        214      53,500      250      250      250  125  250  125        0  250   97.51   92.68
S040_FKDL240081149-1A_H7TF5DRX5_L2_2.fq.gz  FASTQ   DNA        214      53,500      250      250      250  125  250  125        0  250   97.01   91.41
S041_FKDL240081149-1A_H7TF5DRX5_L2_1.fq.gz  FASTQ   DNA         33       8,250      250      250      250  125  250  125        0  250   97.09   92.41
S041_FKDL240081149-1A_H7TF5DRX5_L2_2.fq.gz  FASTQ   DNA         33       8,250      250      250      250  125  250  125        0  250   96.22    91.1
S042_FKDL240081149-1A_H7TF5DRX5_L2_1.fq.gz  FASTQ   DNA     55,796  13,949,000      250      250      250  125  250  125        0  250   97.02   91.83
S042_FKDL240081149-1A_H7TF5DRX5_L2_2.fq.gz  FASTQ   DNA     55,796  13,949,000      250      250      250  125  250  125        0  250   96.02   89.67
S043_FKDL240081149-1A_H7TF5DRX5_L2_1.fq.gz  FASTQ   DNA         90      22,500      250      250      250  125  250  125        0  250    98.3   94.59
S043_FKDL240081149-1A_H7TF5DRX5_L2_2.fq.gz  FASTQ   DNA         90      22,500      250      250      250  125  250  125        0  250      97   92.16
S045_FKDL240081149-1A_H7TF5DRX5_L2_1.fq.gz  FASTQ   DNA      1,228     307,000      250      250      250  125  250  125        0  250   97.69   93.26
S045_FKDL240081149-1A_H7TF5DRX5_L2_2.fq.gz  FASTQ   DNA      1,228     307,000      250      250      250  125  250  125        0  250   96.45   90.53
S046_FKDL240081149-1A_H7TF5DRX5_L2_1.fq.gz  FASTQ   DNA     52,329  13,082,250      250      250      250  125  250  125        0  250   97.29   92.38
S046_FKDL240081149-1A_H7TF5DRX5_L2_2.fq.gz  FASTQ   DNA     52,329  13,082,250      250      250      250  125  250  125        0  250   96.48    90.5
S047_FKDL240081149-1A_H7TF5DRX5_L2_1.fq.gz  FASTQ   DNA          2         500      250      250      250  125  250  125        0  250    99.4    97.4
S047_FKDL240081149-1A_H7TF5DRX5_L2_2.fq.gz  FASTQ   DNA          2         500      250      250      250  125  250  125        0  250      99    96.6
