file                                                 format  type  num_seqs    sum_len  min_len  avg_len  max_len   Q1   Q2   Q3  sum_gap  N50  Q20(%)  Q30(%)
S017_FKDL240081149-1A_H7H7NDRX5_trimmed_R1.fastq.gz  FASTQ   DNA     36,973  8,503,740      204      230      232  230  230  230        0  230   97.65   92.98
S017_FKDL240081149-1A_H7H7NDRX5_trimmed_R2.fastq.gz  FASTQ   DNA     36,973  8,429,980      213      228      230  228  228  228        0  228   97.61   92.67
S018_FKDL240081149-1A_H7H7NDRX5_trimmed_R1.fastq.gz  FASTQ   DNA     39,605  9,109,222      217      230      232  230  230  230        0  230   97.68   93.11
S018_FKDL240081149-1A_H7H7NDRX5_trimmed_R2.fastq.gz  FASTQ   DNA     39,605  9,030,015      177      228      230  228  228  228        0  228   97.52   92.45
S019_FKDL240081149-1A_H7H7NDRX5_trimmed_R1.fastq.gz  FASTQ   DNA     39,886  9,173,823      217      230      232  230  230  230        0  230   97.67   93.12
S019_FKDL240081149-1A_H7H7NDRX5_trimmed_R2.fastq.gz  FASTQ   DNA     39,886  9,094,102      198      228      230  228  228  228        0  228   97.42   92.35
S020_FKDL240081149-1A_H7H7NDRX5_trimmed_R1.fastq.gz  FASTQ   DNA     34,747  7,991,827      221      230      232  230  230  230        0  230   97.75   93.05
S020_FKDL240081149-1A_H7H7NDRX5_trimmed_R2.fastq.gz  FASTQ   DNA     34,747  7,922,470      227      228      230  228  228  228        0  228   97.72   92.81
S021_FKDL240081149-1A_H7H7NDRX5_trimmed_R1.fastq.gz  FASTQ   DNA     36,531  8,402,120      228      230      232  230  230  230        0  230   97.66   92.97
S021_FKDL240081149-1A_H7H7NDRX5_trimmed_R2.fastq.gz  FASTQ   DNA     36,531  8,329,106      160      228      230  228  228  228        0  228   97.57   92.51
S022_FKDL240081149-1A_H7H7NDRX5_trimmed_R1.fastq.gz  FASTQ   DNA     39,420  9,066,667      228      230      232  230  230  230        0  230   97.69   93.09
S022_FKDL240081149-1A_H7H7NDRX5_trimmed_R2.fastq.gz  FASTQ   DNA     39,420  8,987,877      217      228      230  228  228  228        0  228   97.62   92.78
S023_FKDL240081149-1A_H7H7NDRX5_trimmed_R1.fastq.gz  FASTQ   DNA     38,507  8,856,643      228      230      232  230  230  230        0  230   97.57   92.81
S023_FKDL240081149-1A_H7H7NDRX5_trimmed_R2.fastq.gz  FASTQ   DNA     38,507  8,779,738      213      228      230  228  228  228        0  228   97.55   92.43
S024_FKDL240081149-1A_H7H7NDRX5_trimmed_R1.fastq.gz  FASTQ   DNA        103     23,690      230      230      230  115  230  115        0  230   98.75   94.91
S024_FKDL240081149-1A_H7H7NDRX5_trimmed_R2.fastq.gz  FASTQ   DNA        103     23,485      228      228      229  228  228  228        0  228   98.48   94.77
S025_FKDL240081149-1A_H7H7NDRX5_trimmed_R1.fastq.gz  FASTQ   DNA          1        230      230      230      230  115  230  115        0  230   98.26   93.04
S025_FKDL240081149-1A_H7H7NDRX5_trimmed_R2.fastq.gz  FASTQ   DNA          1        228      228      228      228  114  228  114        0  228   98.25   96.05
S026_FKDL240081149-1A_H7H7NDRX5_trimmed_R1.fastq.gz  FASTQ   DNA          2        460      230      230      230  115  230  115        0  230   98.48   95.22
S026_FKDL240081149-1A_H7H7NDRX5_trimmed_R2.fastq.gz  FASTQ   DNA          2        456      228      228      228  114  228  114        0  228   99.56   95.83
S027_FKDL240081149-1A_H7H7NDRX5_trimmed_R1.fastq.gz  FASTQ   DNA          1        230      230      230      230  115  230  115        0  230    98.7   94.35
S027_FKDL240081149-1A_H7H7NDRX5_trimmed_R2.fastq.gz  FASTQ   DNA          1        228      228      228      228  114  228  114        0  228   98.68   94.74
S028_FKDL240081149-1A_H7H7NDRX5_trimmed_R1.fastq.gz  FASTQ   DNA          4        920      230      230      230  115  230  115        0  230   98.26   92.83
S028_FKDL240081149-1A_H7H7NDRX5_trimmed_R2.fastq.gz  FASTQ   DNA          4        912      228      228      228  114  228  114        0  228   97.92   94.85
S030_FKDL240081149-1A_H7H7NDRX5_trimmed_R1.fastq.gz  FASTQ   DNA      3,700    851,003      228      230      231  230  230  230        0  230   97.85   93.48
S030_FKDL240081149-1A_H7H7NDRX5_trimmed_R2.fastq.gz  FASTQ   DNA      3,700    843,543      140      228      230  228  228  228        0  228   97.93   93.52
