"","input","filtered","denoised","merged","tabled","tabled2","nonchim","prop(last/first)"
"T001",1250987,1153905,1153402,1136367,1136367,1136367,1136033,0.90810935685183
"T002",926429,856771,856437,843421,843421,843421,843323,0.910294258923242
"T004",1,1,1,1,1,1,1,1
