file                                   format  type  num_seqs     sum_len  min_len  avg_len  max_len   Q1   Q2   Q3  sum_gap  N50  Q20(%)  Q30(%)
OCI-004-R013_S13_L001_flt_R1.fastq.gz  FASTQ   DNA    149,138  16,708,553      101      112      151  111  112  112        0  112   98.31   95.37
OCI-004-R013_S13_L001_flt_R2.fastq.gz  FASTQ   DNA    149,138  16,713,045      104    112.1      151  111  112  112        0  112   99.06   97.16
OCI-004-R014_S14_L001_flt_R1.fastq.gz  FASTQ   DNA    139,995  15,794,415      100    112.8      151  111  111  111        0  111   98.53    95.8
OCI-004-R014_S14_L001_flt_R2.fastq.gz  FASTQ   DNA    139,995  15,799,664      100    112.9      151  111  111  111        0  111   99.03    97.1
OCI-004-R015_S15_L001_flt_R1.fastq.gz  FASTQ   DNA    176,715  19,687,987      101    111.4      151  111  111  112        0  111   98.37   95.52
OCI-004-R015_S15_L001_flt_R2.fastq.gz  FASTQ   DNA    176,715  19,693,085      102    111.4      151  111  111  112        0  111   99.09   97.23
OCI-004-R016_S16_L001_flt_R1.fastq.gz  FASTQ   DNA    162,129  18,256,914      100    112.6      151  112  112  112        0  112   98.28    95.3
OCI-004-R016_S16_L001_flt_R2.fastq.gz  FASTQ   DNA    162,129  18,261,468      100    112.6      151  112  112  112        0  112   99.04   97.11
OCI-004-R017_S17_L001_flt_R1.fastq.gz  FASTQ   DNA    150,063  16,830,165      100    112.2      151  112  112  112        0  112   98.33   95.37
OCI-004-R017_S17_L001_flt_R2.fastq.gz  FASTQ   DNA    150,063  16,835,383      100    112.2      151  112  112  112        0  112   99.07   97.19
OCI-004-R018_S18_L001_flt_R1.fastq.gz  FASTQ   DNA    141,447  15,943,355      100    112.7      151  111  111  111        0  111   98.44   95.61
OCI-004-R018_S18_L001_flt_R2.fastq.gz  FASTQ   DNA    141,447  15,950,012      100    112.8      151  111  111  111        0  111   98.99   97.01
OCI-004-R019_S19_L001_flt_R1.fastq.gz  FASTQ   DNA    133,695  14,991,828      100    112.1      151  111  111  111        0  111   98.25   95.27
OCI-004-R019_S19_L001_flt_R2.fastq.gz  FASTQ   DNA    133,695  14,996,670      100    112.2      151  111  111  111        0  111   99.08   97.22
OCI-004-R020_S20_L001_flt_R1.fastq.gz  FASTQ   DNA     68,499   8,505,067      106    124.2      151  119  126  126        0  126   98.31    95.1
OCI-004-R020_S20_L001_flt_R2.fastq.gz  FASTQ   DNA     68,499   8,508,819      106    124.2      151  119  126  126        0  126   98.48   95.83
OCI-004-R021_S21_L001_flt_R1.fastq.gz  FASTQ   DNA     87,919  10,910,098      102    124.1      151  124  126  126        0  126   98.28   95.09
OCI-004-R021_S21_L001_flt_R2.fastq.gz  FASTQ   DNA     87,919  10,915,327      102    124.2      151  124  126  126        0  126   98.45    95.8
OCI-004-R022_S22_L001_flt_R1.fastq.gz  FASTQ   DNA    104,780  12,935,889      102    123.5      151  117  126  126        0  126   97.99   94.38
OCI-004-R022_S22_L001_flt_R2.fastq.gz  FASTQ   DNA    104,780  12,940,752      102    123.5      151  117  126  126        0  126   98.51   95.85
OCI-004-R023_S23_L001_flt_R1.fastq.gz                       0           0        0        0        0    0    0    0        0    0       0       0
OCI-004-R023_S23_L001_flt_R2.fastq.gz                       0           0        0        0        0    0    0    0        0    0       0       0
OCI-004-R024_S24_L001_flt_R1.fastq.gz  FASTQ   DNA         88      11,063      114    125.7      130  126  126  126        0  126   98.98   96.47
OCI-004-R024_S24_L001_flt_R2.fastq.gz  FASTQ   DNA         88      11,063      114    125.7      130  126  126  126        0  126    99.2   97.06
